ID,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
,54.0, ?,, 9th,5.0, Divorced, ?, Not-in-family, White, Female,0.0,,15.0, United-States,
19546.0,24.0, Private,161198.0, Bachelors,13.0, Never-married,, Not-in-family, White,,0.0,0.0,25.0, United-States,
,28.0,,113635.0, 11th,7.0, Never-married, ?,, White,,0.0,0.0,30.0, United-States, <=50K
19548.0,23.0, Private,214542.0, Some-college,10.0, Never-married,, Own-child, White, Male,0.0,,40.0, United-States,
,54.0, ?,, HS-grad,9.0,,, Husband, White, Male,0.0,0.0,40.0, United-States,
,40.0,,, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White,,,0.0,40.0, United-States, >50K
19551.0,, Private,161141.0, Some-college,10.0, Married-civ-spouse,, Husband, White, Male,0.0,,48.0, United-States,
19552.0,71.0, Private,180117.0, 10th,6.0,,, Husband, White,,,,40.0, United-States, <=50K
19553.0,51.0, Private,317396.0, Some-college,10.0, Divorced, Adm-clerical, Unmarried, White,,0.0,,40.0, United-States,
,, Self-emp-not-inc,237868.0, Some-college,10.0,,,, White,,0.0,,5.0, United-States, <=50K
19555.0,30.0, Private,323069.0,,,,, Not-in-family,,,,0.0,, United-States, <=50K
19556.0,34.0, Private,,,9.0, Married-civ-spouse, Craft-repair, Husband, White,,,,40.0, United-States, >50K
,38.0, Private,309122.0, 10th,6.0, Divorced,, Not-in-family, White,,0.0,,40.0, United-States,
19558.0,43.0, Federal-gov,105936.0,,, Never-married,, Not-in-family, White,,,,40.0, United-States,
,43.0,,, 11th,7.0, Never-married, Transport-moving, Not-in-family, White,,,,42.0, United-States,
,36.0, Federal-gov,192443.0, Some-college,10.0, Never-married, Exec-managerial,,,,13550.0,0.0,40.0, United-States,
19561.0,24.0,,184216.0, Some-college,10.0, Never-married, Adm-clerical, Own-child, White,,0.0,0.0,40.0, United-States, <=50K
19562.0,29.0,,256211.0, 1st-4th,, Never-married, ?, Own-child, Asian-Pac-Islander,,,,40.0, Philippines,
19563.0,55.0, Private,205422.0,,6.0, Married-civ-spouse, Other-service, Wife, Black, Female,0.0,0.0,40.0, United-States,
19564.0,51.0,,22211.0, Masters,14.0,, Prof-specialty, Husband, White,,,,60.0, United-States,
19565.0,43.0,,, HS-grad,9.0, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo,,0.0,0.0,40.0, United-States, <=50K
19566.0,28.0, Private,, HS-grad,9.0, Divorced, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
,54.0, Private,82566.0, Assoc-acdm,12.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,,45.0, United-States,
19568.0,47.0, Private,199058.0,,10.0, Married-civ-spouse, Prof-specialty,, White, Male,0.0,,40.0, United-States, >50K
19569.0,47.0, Private,160440.0, Bachelors,13.0, Married-civ-spouse,, Husband, White, Male,0.0,,55.0, United-States, >50K
19570.0,47.0, Private,76034.0, Some-college,10.0, Married-civ-spouse,, Husband, White, Male,0.0,,57.0, United-States,
,38.0, Private,188503.0, Some-college,10.0, Never-married,, Unmarried,, Female,,,35.0, United-States,
19572.0,60.0,,,,3.0, Married-civ-spouse, Farming-fishing, Husband, White,,0.0,,40.0, United-States, <=50K
19573.0,19.0, Private,29083.0, HS-grad,9.0, Never-married,, Own-child, Amer-Indian-Eskimo,,0.0,0.0,25.0, United-States,
,22.0,,234474.0, Some-college,10.0, Never-married, Adm-clerical, Own-child, Black, Female,0.0,,25.0, United-States,
19575.0,55.0, Local-gov,107308.0, Masters,14.0, Married-civ-spouse, Prof-specialty,, White, Male,0.0,,40.0, United-States, >50K
,44.0, Private,111891.0, Some-college,10.0, Separated,, Other-relative, Black, Female,,,35.0, United-States, <=50K
19577.0,53.0, Self-emp-not-inc,, 1st-4th,2.0,,, Husband,,,7688.0,0.0,67.0, Italy, >50K
19578.0,44.0,,, Masters,14.0, Married-civ-spouse, Prof-specialty, Wife, White,,,,40.0, United-States,
,28.0,,188278.0, Bachelors,13.0, Never-married, Protective-serv, Not-in-family, White,,,0.0,50.0, United-States, <=50K
,30.0, Local-gov,303485.0, Some-college,10.0, Never-married,, Unmarried, Black, Female,0.0,,40.0, United-States, <=50K
19581.0,39.0, Local-gov,67187.0,,9.0, Never-married, Exec-managerial,, Amer-Indian-Eskimo, Female,0.0,0.0,40.0, United-States, <=50K
19582.0,43.0,,114508.0, HS-grad,9.0, Divorced,, Unmarried, White, Female,,0.0,40.0, United-States,
19583.0,24.0, Private,204172.0, Bachelors,,, Sales, Other-relative, White, Female,0.0,,40.0, United-States, <=50K
19584.0,27.0,,162973.0, Assoc-voc,, Never-married, Protective-serv, Not-in-family, White, Male,,0.0,56.0, United-States, <=50K
19585.0,64.0, Self-emp-not-inc,192695.0, 5th-6th,3.0, Married-civ-spouse,, Husband, White,,0.0,,70.0, Canada,
19586.0,41.0, Local-gov,89172.0,,10.0,, Farming-fishing, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
,28.0, Private,163320.0, HS-grad,9.0,, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, United-States,
19588.0,61.0, Private,128230.0, HS-grad,9.0, Married-civ-spouse, Prof-specialty,, White,,0.0,0.0,30.0, United-States, <=50K
19589.0,,,246440.0, 11th,7.0,, Machine-op-inspct, Unmarried, White,,,,40.0, United-States, <=50K
,49.0, Private,50567.0,,10.0, Divorced,, Not-in-family, White, Female,0.0,0.0,32.0, United-States, <=50K
19591.0,20.0, Private,117476.0, Some-college,10.0, Married-civ-spouse,, Husband, White, Male,,,40.0, United-States,
19592.0,41.0,,315834.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White,,0.0,1876.0,40.0, United-States, <=50K
19593.0,28.0,,214881.0,,9.0, Married-civ-spouse, Craft-repair, Husband,, Male,0.0,0.0,40.0, United-States,
19594.0,36.0,,195516.0, HS-grad,9.0, Divorced,, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
19595.0,44.0, Self-emp-not-inc,218653.0,,13.0,, Craft-repair, Own-child, White,,,,40.0, United-States, <=50K
19596.0,51.0,,87205.0,,,, Adm-clerical,, White, Female,7688.0,,20.0, United-States,
,40.0, Private,164647.0, Some-college,,, Prof-specialty, Unmarried, Black,,,,38.0, United-States,
,19.0, Private,129151.0, HS-grad,9.0,, Craft-repair, Not-in-family, White,,0.0,,40.0, United-States,
,54.0,,319697.0, Some-college,10.0,,,, White,,0.0,0.0,40.0, United-States,
19600.0,55.0, Self-emp-not-inc,, HS-grad,9.0,,, Not-in-family, White, Male,,0.0,40.0, United-States,
19601.0,57.0, Private,167864.0, Assoc-voc,11.0, Widowed, Prof-specialty, Not-in-family, White, Female,0.0,,40.0, United-States, <=50K
19602.0,29.0, Private,197932.0, Some-college,10.0, Separated,,, White,,,,30.0, Guatemala, <=50K
19603.0,51.0, Private,102904.0,,9.0, Divorced,, Unmarried, White, Female,0.0,0.0,43.0, United-States, <=50K
,44.0, Private,216907.0,,, Divorced, Other-service,, White,,0.0,,37.0, United-States, <=50K
19605.0,35.0, Local-gov,, Assoc-voc,11.0,,, Husband, White, Male,0.0,0.0,42.0, United-States, <=50K
19606.0,40.0,,171424.0,,9.0, Divorced, Transport-moving, Not-in-family, White,,0.0,,40.0, United-States,
,46.0, Private,35406.0,,4.0, Separated, Other-service, Not-in-family, White, Female,0.0,0.0,32.0, United-States, <=50K
19608.0,25.0,,238964.0, Some-college,10.0,, Craft-repair, Husband, White,,0.0,,60.0, United-States,
19609.0,, Private,213002.0,,13.0,, Prof-specialty, Not-in-family, White,,0.0,,36.0, United-States, <=50K
19610.0,32.0, Private,27882.0, Some-college,10.0, Never-married, Machine-op-inspct,, White, Female,0.0,2205.0,40.0, Holand-Netherlands,
19611.0,22.0, Private,340543.0,,9.0,,, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
,39.0, Private,70240.0, Some-college,10.0, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Female,0.0,0.0,40.0, Philippines,
19613.0,18.0,,87169.0, HS-grad,9.0,, Farming-fishing, Own-child, Asian-Pac-Islander, Male,0.0,,40.0, United-States, <=50K
19614.0,43.0, Private,253759.0, HS-grad,9.0, Divorced,, Unmarried, Black, Female,0.0,,45.0, United-States, <=50K
19615.0,, Private,, HS-grad,9.0, Never-married,, Other-relative, White, Male,0.0,,40.0, United-States,
19616.0,63.0, Private,137843.0, Some-college,10.0,, Sales, Husband, White, Male,7298.0,0.0,48.0, United-States,
19617.0,40.0, ?,170649.0,,, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,8.0, United-States, <=50K
,59.0,,182460.0,,13.0, Married-civ-spouse,, Husband, White,,0.0,,60.0, United-States, >50K
19619.0,40.0, Local-gov,26929.0, Masters,14.0, Never-married,, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
19620.0,23.0, Private,399022.0,,9.0, Never-married, Other-service, Own-child, White, Male,0.0,,35.0, United-States, <=50K
19621.0,64.0,,50171.0, HS-grad,9.0, Married-civ-spouse,, Husband,, Male,0.0,0.0,10.0, United-States, <=50K
19622.0,36.0,,218490.0, Assoc-voc,11.0,,,, White, Male,,0.0,60.0, United-States, <=50K
19623.0,48.0,,164423.0,,9.0, Divorced,, Unmarried, White,,0.0,,40.0, United-States,
19624.0,43.0, Private,124436.0, Some-college,, Married-civ-spouse, Prof-specialty, Wife,, Female,,,40.0, United-States,
19625.0,18.0,,60981.0, 10th,6.0, Never-married, Other-service, Own-child, White, Female,0.0,,30.0, United-States,
19626.0,17.0, Private,70868.0, 11th,, Never-married, Craft-repair, Own-child, White, Male,0.0,,16.0, United-States, <=50K
,36.0, Private,, Prof-school,15.0, Married-civ-spouse, Prof-specialty,,,,,0.0,50.0, ?, <=50K
,53.0, Private,228500.0,,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,,,40.0, United-States, >50K
,36.0, State-gov,, Some-college,10.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,39.0, United-States, <=50K
,20.0,,, HS-grad,, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0,,40.0, United-States, <=50K
19631.0,22.0, Private,615367.0, Bachelors,13.0, Never-married,, Not-in-family, White,,0.0,0.0,60.0, United-States, <=50K
19632.0,34.0, Private,150324.0,,13.0,, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,
19633.0,39.0, Private,51264.0, 11th,, Divorced, Other-service, Own-child, White,,0.0,0.0,40.0, United-States,
19634.0,57.0, Private,197642.0,,10.0,, Other-service, Not-in-family,,,,,40.0, United-States, <=50K
19635.0,30.0,,, 10th,6.0, Divorced,,, White, Female,0.0,,40.0, United-States, <=50K
,37.0,,167415.0, Prof-school,, Married-civ-spouse, Prof-specialty,, White, Male,0.0,0.0,60.0, United-States, >50K
19637.0,51.0,,166934.0, HS-grad,9.0, Married-civ-spouse,, Husband,, Male,0.0,0.0,40.0, United-States, >50K
,38.0,,305597.0, HS-grad,9.0,,,, White, Male,0.0,0.0,40.0, United-States,
,34.0,,301591.0, HS-grad,, Never-married,, Unmarried, White,,,,35.0, United-States,
19640.0,47.0, Federal-gov,229646.0, HS-grad,9.0, Married-spouse-absent,, Not-in-family, Black,,,,40.0, Puerto-Rico,
19641.0,28.0,,, HS-grad,9.0,,, Husband, White, Male,,,40.0, United-States, <=50K
19642.0,25.0,,206600.0,,6.0, Never-married, Other-service, Not-in-family, White,,0.0,0.0,24.0, Nicaragua, <=50K
19643.0,25.0,,176836.0, Some-college,10.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,,60.0, United-States, <=50K
19644.0,,,204447.0,,14.0, Married-civ-spouse,, Husband, White,,,0.0,65.0, United-States,
,,,, HS-grad,9.0,,, Husband, White,,0.0,,40.0, United-States,
19646.0,43.0, Private,174051.0, Bachelors,13.0, Married-civ-spouse,, Husband, White, Male,,,48.0, United-States,
,27.0,,38918.0,,9.0, Never-married,, Not-in-family, White, Male,0.0,1876.0,75.0, United-States, <=50K
19648.0,32.0,,, HS-grad,,, Craft-repair, Husband, White,,0.0,0.0,50.0, United-States, <=50K
19649.0,44.0,,, 10th,6.0, Never-married, Farming-fishing, Unmarried, White,,0.0,,35.0, United-States, <=50K
19650.0,19.0,,, HS-grad,, Never-married, Sales, Unmarried, Black,,0.0,,20.0, United-States,
,, Self-emp-inc,137815.0, Some-college,10.0, Widowed, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States, >50K
19652.0,21.0,,43475.0,,9.0, Never-married,, Not-in-family, White, Male,0.0,0.0,40.0, United-States,
19653.0,,,557236.0,,9.0,,, Not-in-family, White, Male,0.0,,40.0, United-States, <=50K
19654.0,68.0, Private,32779.0,,, Married-civ-spouse,, Husband, White,,0.0,,12.0, United-States,
19655.0,31.0,,, Some-college,10.0,, Sales, Husband, White,,0.0,,57.0, United-States,
,32.0, Private,207668.0,,13.0, Never-married, Exec-managerial, Other-relative, White, Male,0.0,2444.0,50.0, United-States, >50K
,33.0, Private,171215.0, Masters,14.0, Never-married,, Own-child, White,,0.0,0.0,40.0, United-States, <=50K
19658.0,49.0, ?,52590.0,,9.0, Never-married,, Not-in-family, Black, Male,0.0,,40.0, United-States, <=50K
19659.0,24.0, Private,183751.0, 11th,7.0, Married-civ-spouse, Craft-repair,, White, Male,0.0,0.0,65.0, United-States,
19660.0,30.0, Private,149507.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband,,,0.0,0.0,42.0, United-States, <=50K
,49.0, Private,98092.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,,,40.0, United-States, >50K
19662.0,, Private,123714.0, 11th,7.0, Never-married,, Not-in-family, Black, Male,0.0,,40.0, United-States, <=50K
19663.0,30.0,,190385.0,,10.0,, Adm-clerical, Not-in-family, White,,0.0,0.0,37.0, United-States,
19664.0,51.0, Private,,,9.0, Married-civ-spouse,,, White, Male,,0.0,40.0, United-States, <=50K
19665.0,52.0, Private,343440.0,,10.0, Married-civ-spouse,, Husband, White,,0.0,0.0,40.0, United-States, <=50K
19666.0,52.0,,208302.0, HS-grad,9.0, Divorced,, Other-relative, White, Male,0.0,0.0,30.0,,
19667.0,23.0, Local-gov,,,9.0,, Other-service,, Black,,0.0,0.0,32.0, United-States, <=50K
,23.0,,, 10th,6.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,,60.0, United-States,
19669.0,36.0,,, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct,, White, Male,0.0,,48.0, United-States, <=50K
,19.0,,,,7.0, Never-married,, Other-relative,, Male,0.0,,25.0, United-States, <=50K
19671.0,53.0, Self-emp-not-inc,, HS-grad,9.0, Married-civ-spouse,, Husband,, Male,,0.0,60.0, United-States,
,17.0,,,,7.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,,25.0, United-States,
19673.0,69.0,,,,9.0, Widowed, Handlers-cleaners, Not-in-family, White,,0.0,0.0,8.0, United-States, <=50K
19674.0,46.0, Local-gov,33373.0,,13.0, Divorced, Prof-specialty, Unmarried,,,0.0,0.0,40.0, United-States,
19675.0,33.0, Private,243674.0,,9.0, Separated, Tech-support, Not-in-family,,,0.0,,46.0, United-States, <=50K
19676.0,40.0, Private,, Some-college,10.0,, Machine-op-inspct, Husband, White, Male,0.0,0.0,45.0, United-States,
19677.0,56.0, Private,215839.0, Some-college,10.0, Married-civ-spouse,,, White, Male,,,60.0, ?, <=50K
,29.0,,195520.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White,,,,40.0, United-States, <=50K
,41.0, Private,70092.0, Some-college,10.0, Divorced,, Unmarried, White, Female,0.0,0.0,38.0, United-States,
19680.0,22.0, Private,189888.0, HS-grad,9.0,, Sales,, White,,,0.0,45.0, United-States, <=50K
,28.0, Private,64307.0, 7th-8th,4.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,,40.0, United-States, <=50K
,31.0,,94235.0, Bachelors,13.0,, Craft-repair, Husband, White,,0.0,,46.0, United-States,
19683.0,, Private,62333.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States,
19684.0,38.0,,, Some-college,,,, Husband, Black, Male,,,40.0, United-States, <=50K
19685.0,17.0, Private,146268.0, 10th,6.0, Never-married, Other-service, Own-child, White, Female,,0.0,10.0, United-States, <=50K
19686.0,,,,,6.0, Married-civ-spouse,, Husband, White,,0.0,,40.0, United-States, <=50K
19687.0,27.0, Self-emp-not-inc,207948.0, Some-college,10.0,,,, Black,,,,40.0, United-States,
19688.0,50.0,,180607.0,,9.0, Never-married, Adm-clerical, Own-child,,,0.0,,40.0, United-States, <=50K
19689.0,56.0,,104996.0, HS-grad,9.0, Married-civ-spouse,, Husband,, Male,0.0,0.0,40.0, United-States, <=50K
19690.0,80.0,,562336.0, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,,,, United-States,
,38.0,,334366.0, Some-college,10.0, Married-civ-spouse, Farming-fishing, Wife, White, Female,0.0,,15.0, United-States, <=50K
19692.0,52.0, State-gov,, HS-grad,9.0, Married-civ-spouse, Protective-serv, Husband, Black,,0.0,,40.0, United-States, >50K
19693.0,26.0,,220656.0, Bachelors,13.0, Never-married, Prof-specialty,, Black, Male,,,, England, <=50K
19694.0,43.0,,96483.0,,, Divorced, Other-service, Own-child, Asian-Pac-Islander, Female,,,40.0, South,
19695.0,, Private,, Bachelors,13.0,, Exec-managerial, Not-in-family, White,,0.0,,42.0, United-States,
,41.0, Self-emp-inc,114967.0,,11.0,,, Husband, Black, Male,0.0,,40.0,, >50K
19697.0,,,393965.0, Assoc-acdm,12.0,,, Not-in-family, White, Female,0.0,,25.0, United-States,
,24.0, Private,41838.0,,10.0, Married-civ-spouse,, Husband, White,,2407.0,,40.0, United-States,
19699.0,43.0,,, Some-college,10.0, Divorced, Other-service, Unmarried, White,,0.0,0.0,20.0, United-States,
19700.0,44.0, Private,209174.0,,13.0, Married-civ-spouse,, Husband, White, Male,0.0,0.0,70.0, United-States, >50K
19701.0,54.0, Private,183248.0, HS-grad,, Divorced,, Not-in-family, Black, Male,,,40.0, United-States,
,, Private,102942.0,,, Never-married, Prof-specialty, Own-child, White,,0.0,,40.0, United-States, >50K
,33.0, Self-emp-not-inc,, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White,,0.0,0.0,60.0, United-States, >50K
19704.0,18.0, Private,338632.0, 11th,7.0,, Other-service, Own-child, White, Male,0.0,0.0,16.0, United-States, <=50K
19705.0,38.0, Private,89559.0, Some-college,,, Prof-specialty, Unmarried, White, Female,,,40.0, Germany,
19706.0,, Self-emp-not-inc,32533.0,,, Married-civ-spouse, Farming-fishing, Husband, White,,0.0,0.0,45.0, United-States,
,22.0, ?,255969.0, 12th,8.0, Never-married, ?,, White,,0.0,0.0,48.0, United-States,
19708.0,, Self-emp-inc,112376.0,,4.0,,, Husband,,,0.0,0.0,40.0, United-States,
19709.0,70.0,,, HS-grad,9.0, Married-civ-spouse,, Husband, White, Male,,,40.0, United-States, <=50K
,,,147653.0,,6.0, Married-civ-spouse, Craft-repair, Wife, White, Female,0.0,1977.0,35.0, ?, >50K
19711.0,60.0, Self-emp-not-inc,44915.0, Masters,14.0, Divorced,, Unmarried, White, Female,0.0,0.0,10.0, United-States,
19712.0,24.0,,111450.0,,6.0, Never-married,,,, Male,0.0,0.0,65.0, Haiti,
19713.0,61.0, Private,171429.0, 11th,7.0, Divorced,, Unmarried,, Female,,,36.0, United-States,
19714.0,35.0, Local-gov,190964.0, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, White,,0.0,,40.0, United-States,
19715.0,19.0, Private,109005.0, Some-college,10.0, Never-married,, Own-child, White,,0.0,0.0,40.0, United-States, <=50K
19716.0,52.0,,, HS-grad,, Never-married, Adm-clerical, Unmarried, Black, Female,,0.0,40.0, United-States,
19717.0,38.0, Self-emp-not-inc,280169.0, Bachelors,,, Sales,, White, Male,7298.0,,50.0, United-States,
19718.0,39.0, Self-emp-not-inc,163204.0, HS-grad,9.0, Married-civ-spouse, Sales,, White,,,0.0,40.0, United-States,
,33.0, Self-emp-not-inc,192256.0,,, Married-civ-spouse, Craft-repair, Husband, White, Male,,0.0,50.0, United-States,
,52.0, Private,181755.0,,9.0, Divorced, Adm-clerical,, White, Female,0.0,,40.0, United-States, <=50K
19721.0,41.0,,, HS-grad,9.0,,, Unmarried, White, Female,,,44.0, Cuba,
19722.0,37.0, Private,, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,,,, United-States,
19723.0,38.0, Local-gov,86643.0,,13.0, Married-civ-spouse, Prof-specialty, Husband, White,,0.0,0.0,45.0, United-States, >50K
19724.0,27.0,,180262.0, Some-college,10.0, Never-married, Exec-managerial,, White,,0.0,0.0,40.0, United-States, <=50K
,38.0, Private,, Masters,14.0, Never-married, Adm-clerical,, White,,0.0,,40.0, United-States, <=50K
,38.0,,, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,,,60.0, United-States,
19727.0,49.0, Self-emp-not-inc,102110.0,,9.0, Married-civ-spouse,,, White, Male,0.0,,30.0, United-States, >50K
19728.0,38.0, Private,, Bachelors,13.0,, Sales,, White,,,0.0,45.0, ?,
19729.0,22.0, Private,202745.0,,9.0, Never-married, Machine-op-inspct, Other-relative, White, Male,0.0,,55.0, United-States,
,40.0,,199303.0, Assoc-acdm,12.0, Married-civ-spouse, Prof-specialty,, White, Male,0.0,,40.0, United-States, >50K
19731.0,20.0, Private,266467.0, HS-grad,9.0,, Craft-repair, Husband, White, Male,,,40.0, United-States, <=50K
19732.0,34.0, Federal-gov,345259.0, Doctorate,16.0,, Prof-specialty,, White, Female,0.0,,99.0, United-States, <=50K
,24.0, Private,204935.0, Masters,14.0, Never-married,, Not-in-family, White, Male,0.0,0.0,56.0, United-States,
19734.0,58.0, Federal-gov,244830.0, Bachelors,13.0, Separated, Prof-specialty,, White,,4787.0,0.0,40.0, United-States, >50K
19735.0,24.0, Private,190457.0,,10.0, Never-married,, Own-child, White, Female,0.0,0.0,40.0, United-States,
19736.0,43.0,,, HS-grad,9.0,, Craft-repair, Not-in-family, White, Male,0.0,0.0,45.0, United-States, <=50K
19737.0,,,166585.0,,, Never-married, Exec-managerial,, White, Female,,,40.0, United-States,
19738.0,,,, HS-grad,,, Craft-repair, Husband, White,,0.0,0.0,40.0, United-States, <=50K
19739.0,27.0,,191129.0,,10.0, Married-civ-spouse, Machine-op-inspct,, White, Male,0.0,0.0,40.0, United-States, <=50K
19740.0,18.0,,378707.0,,6.0, Never-married,,, White,,,0.0,20.0, United-States,
19741.0,37.0, Private,,,9.0,,, Other-relative, Amer-Indian-Eskimo, Male,,0.0,48.0, United-States,
19742.0,48.0, Private,240629.0, HS-grad,9.0, Divorced, Transport-moving, Not-in-family, White, Male,0.0,0.0,65.0, United-States, <=50K
,40.0, Private,233320.0, 7th-8th,4.0, Separated, Other-service,, White,,,0.0,25.0, United-States, <=50K
,50.0, Self-emp-inc,302708.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,,0.0,50.0, Japan, >50K
19745.0,, Private,29375.0, HS-grad,9.0, Separated, Sales, Not-in-family, Amer-Indian-Eskimo,,,,35.0, United-States, <=50K
19746.0,36.0, Local-gov,137314.0, Some-college,10.0,,,, White,,0.0,0.0,60.0, United-States,
19747.0,, Private,140886.0,,9.0, Married-civ-spouse,,, White, Male,,0.0,40.0, United-States, <=50K
19748.0,90.0, Private,, 7th-8th,4.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,,0.0,40.0, United-States, <=50K
19749.0,66.0, Private,, 7th-8th,4.0, Widowed, Other-service, Not-in-family, Black,,0.0,0.0,10.0, United-States, <=50K
19750.0,34.0,,,,9.0, Married-civ-spouse, Farming-fishing, Wife, White,,,2179.0,12.0, United-States,
,23.0, Private,72887.0,,9.0, Never-married,, Own-child,,,,,1.0, Vietnam, <=50K
,35.0,,, HS-grad,, Married-civ-spouse,, Husband, White,,,0.0,55.0, United-States, <=50K
,32.0, Private,,,9.0,,, Husband, White,,,0.0,40.0, United-States,
19754.0,33.0, Private,295589.0,,13.0, Never-married,,, Black, Male,0.0,0.0,50.0, United-States, >50K
19755.0,32.0, Self-emp-inc,377836.0,,11.0, Married-civ-spouse, Exec-managerial, Husband, White,,0.0,,40.0, United-States, <=50K
,, Private,56510.0, Some-college,10.0,,, Husband,,,,0.0,40.0, United-States, <=50K
19757.0,32.0, Self-emp-not-inc,, Some-college,, Married-civ-spouse,,, White, Male,0.0,,50.0,,
19758.0,40.0, Private,183765.0, HS-grad,9.0, Married-civ-spouse,,, White,,0.0,,40.0, United-States,
19759.0,27.0,,107846.0, HS-grad,9.0, Never-married,,, White, Male,0.0,0.0,30.0, United-States, <=50K
19760.0,34.0, Local-gov,22641.0,,9.0, Never-married,,, Amer-Indian-Eskimo, Male,0.0,,40.0, United-States, <=50K
,35.0,,204590.0, Assoc-voc,11.0, Married-civ-spouse, Other-service, Wife, Black,,0.0,,40.0, United-States, >50K
19762.0,, Private,114801.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,,40.0, United-States, <=50K
,41.0, Private,, HS-grad,9.0, Separated,, Unmarried, Black, Female,,0.0,20.0, United-States,
19764.0,33.0,,220066.0, Doctorate,,, Prof-specialty, Wife, White,,0.0,0.0,48.0, United-States, >50K
19765.0,22.0,,228480.0, HS-grad,9.0, Married-civ-spouse, ?, Own-child, White,,0.0,,20.0, United-States, <=50K
19766.0,,,128378.0, Bachelors,13.0,, Prof-specialty,, White, Male,0.0,0.0,40.0, United-States, >50K
,20.0,,157595.0, HS-grad,9.0, Married-civ-spouse, Craft-repair,, White, Male,0.0,,40.0, United-States,
,18.0,,152171.0, 11th,7.0, Never-married, Protective-serv, Own-child, White, Male,0.0,,10.0, United-States, <=50K
,63.0, Private,339755.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, ?,
,49.0,,240841.0, 7th-8th,4.0, Divorced,, Unmarried,,,,0.0,35.0, United-States, <=50K
19771.0,58.0, Private,, HS-grad,9.0, Married-civ-spouse,, Husband, White, Male,,0.0,40.0, United-States,
,23.0, Self-emp-not-inc,289116.0, HS-grad,,,, Unmarried, White, Female,0.0,,50.0, United-States,
19773.0,59.0, Private,176647.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband,,,0.0,,40.0, United-States,
,49.0, Self-emp-not-inc,79627.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White,,0.0,,40.0, United-States,
,23.0,,, Bachelors,13.0, Never-married, Prof-specialty, Own-child, White,,0.0,,15.0, United-States,
19776.0,17.0,,161981.0, 10th,6.0, Never-married, ?, Own-child, White,,,0.0,40.0, United-States, <=50K
19777.0,20.0,,, 11th,, Never-married, Handlers-cleaners,, White, Male,0.0,,40.0, United-States,
19778.0,36.0,,86459.0, Assoc-voc,,, Exec-managerial, Husband, White, Male,0.0,,50.0, United-States,
,64.0,,312242.0, Some-college,10.0,, Exec-managerial, Not-in-family, White, Female,,,3.0, United-States,
19780.0,34.0,,185408.0, Some-college,10.0,, Exec-managerial, Not-in-family, White,,0.0,,40.0, United-States,
,63.0,,101077.0,,12.0, Married-spouse-absent,,, White,,,,35.0, United-States,
19782.0,51.0, Private,147200.0,,9.0,, Adm-clerical, Not-in-family, Black, Female,0.0,,40.0, United-States,
,40.0,,166327.0, Some-college,10.0,,, Not-in-family, Black,,,,35.0, United-States,
19784.0,55.0,,, 9th,5.0, Married-civ-spouse,, Husband, White, Male,,0.0,55.0, United-States, <=50K
