age,education,marital-status,relationship,sex,income
,HS-grad,Never-married,Not-in-family,Female,
30,Some-college,Divorced,,,
25,Bachelors,Never-married,,Male,<=50K
22,HS-grad,,Own-child,Male,
65,HS-grad,Widowed,Unmarried,,
31,,Married-civ-spouse,Wife,,
56,,Married-civ-spouse,Husband,,>50K
51,,Divorced,Other-relative,,<=50K
36,10th,Married-civ-spouse,Husband,Male,
44,Some-college,Divorced,Not-in-family,Female,<=50K
,Masters,Divorced,Unmarried,Male,>50K
28,HS-grad,Married-civ-spouse,,,<=50K
57,,,,Male,>50K
33,Some-college,Never-married,Not-in-family,,<=50K
49,Bachelors,Married-civ-spouse,Husband,Male,
74,Doctorate,Never-married,Other-relative,Female,
48,,Married-civ-spouse,Husband,,<=50K
,,Married-civ-spouse,,Male,
39,HS-grad,Never-married,,Female,
46,Bachelors,Married-civ-spouse,Husband,Male,
56,Bachelors,Married-civ-spouse,Husband,Male,>50K
27,,Married-civ-spouse,Husband,Male,
17,11th,,,Female,<=50K
,9th,,Not-in-family,Female,<=50K
18,10th,,Own-child,Male,<=50K
42,,Divorced,Not-in-family,Female,<=50K
39,,Separated,Unmarried,Female,
29,HS-grad,,Husband,,<=50K
21,Some-college,Never-married,,Male,<=50K
36,,Never-married,Unmarried,,
56,,Widowed,,,
49,,Married-civ-spouse,Husband,Male,
47,Some-college,Married-civ-spouse,,Male,<=50K
44,,Separated,Unmarried,,
40,1st-4th,Never-married,Not-in-family,,
43,,Married-civ-spouse,Husband,,>50K
62,12th,Married-civ-spouse,Husband,Male,
52,Prof-school,Married-civ-spouse,Wife,,
,HS-grad,Never-married,Unmarried,Female,<=50K
63,Masters,Divorced,Not-in-family,,
51,,,Husband,Male,<=50K
25,,,,,
62,,,,Male,<=50K
27,HS-grad,Never-married,Not-in-family,Female,<=50K
48,,Never-married,Not-in-family,Male,
32,HS-grad,Married-civ-spouse,Husband,,<=50K
36,,Married-civ-spouse,Husband,Male,<=50K
30,HS-grad,,Not-in-family,,<=50K
45,,,,,
27,HS-grad,Married-civ-spouse,Husband,Male,<=50K
41,Bachelors,Divorced,,Male,<=50K
61,HS-grad,,Husband,Male,<=50K
70,Bachelors,Divorced,,,
55,11th,Never-married,Not-in-family,Female,<=50K
35,Bachelors,Never-married,,,
36,,Married-civ-spouse,Husband,,<=50K
29,,Never-married,Own-child,,
30,Bachelors,Married-civ-spouse,Wife,,<=50K
45,11th,,,Male,<=50K
39,,Divorced,,Female,<=50K
18,HS-grad,Never-married,Own-child,,
28,HS-grad,,Husband,Male,<=50K
27,Bachelors,,Husband,,<=50K
38,HS-grad,,Not-in-family,,
33,HS-grad,Married-civ-spouse,Husband,Male,
25,HS-grad,,Husband,,
25,,Married-civ-spouse,Wife,,
,11th,,Own-child,,
23,Some-college,,Unmarried,Male,
40,,,Unmarried,Male,<=50K
36,,Married-civ-spouse,Husband,Male,>50K
20,,Never-married,Own-child,,<=50K
41,HS-grad,Married-civ-spouse,,Male,
44,Some-college,Separated,,,
49,,Married-civ-spouse,Husband,,>50K
22,Assoc-acdm,,Not-in-family,,
26,Some-college,Never-married,Not-in-family,Female,<=50K
47,Assoc-acdm,,Husband,,<=50K
,HS-grad,Widowed,Unmarried,Female,<=50K
28,HS-grad,Never-married,Own-child,Male,<=50K
37,Some-college,Separated,Not-in-family,,>50K
,Bachelors,Married-civ-spouse,,Male,<=50K
20,,Never-married,Not-in-family,Female,<=50K
53,Bachelors,Married-civ-spouse,,,>50K
36,,,Not-in-family,Male,<=50K
77,,Married-civ-spouse,Husband,Male,<=50K
21,HS-grad,Never-married,Own-child,Male,<=50K
24,,Never-married,Not-in-family,,<=50K
30,Assoc-acdm,Never-married,Not-in-family,Female,<=50K
51,Assoc-voc,Divorced,Unmarried,,<=50K
22,Some-college,Divorced,Own-child,Female,
23,,Never-married,Own-child,Male,<=50K
47,,,,Male,
17,,Never-married,Own-child,Male,
48,Bachelors,Never-married,Not-in-family,,
43,,Married-civ-spouse,Husband,,>50K
34,12th,Married-civ-spouse,,,<=50K
19,HS-grad,Never-married,,,<=50K
42,Some-college,Never-married,Not-in-family,,
23,Bachelors,Never-married,,Male,
61,,Married-civ-spouse,Husband,Male,>50K
63,,,Husband,Male,
65,HS-grad,Widowed,Unmarried,Female,
37,,,Husband,Male,
41,,,,Male,>50K
35,Some-college,Married-civ-spouse,Husband,Male,<=50K
21,,Divorced,Other-relative,,
48,,Never-married,,,<=50K
51,Some-college,,Husband,,
43,Bachelors,,Husband,,<=50K
22,Some-college,Never-married,,,
56,Some-college,,Husband,,
47,HS-grad,,Not-in-family,Female,<=50K
26,Bachelors,Never-married,Own-child,Male,<=50K
,Some-college,Married-civ-spouse,Wife,Female,<=50K
45,,Never-married,,,
49,HS-grad,,Unmarried,,<=50K
23,,,Not-in-family,Male,<=50K
69,,Married-civ-spouse,Husband,,
41,Masters,Married-civ-spouse,Husband,,>50K
40,,Separated,Other-relative,Male,<=50K
25,,,Not-in-family,,<=50K
52,HS-grad,Never-married,,Male,
28,,Never-married,Not-in-family,Female,
50,Assoc-acdm,Married-civ-spouse,Husband,Male,
21,Assoc-voc,Never-married,Own-child,Female,
,,Married-civ-spouse,Husband,Male,
27,,Married-civ-spouse,Husband,Male,
63,HS-grad,Married-civ-spouse,Husband,Male,<=50K
,Doctorate,,,Male,>50K
37,Doctorate,Never-married,Not-in-family,Male,
28,Some-college,Married-civ-spouse,,,<=50K
58,HS-grad,Divorced,Not-in-family,Female,<=50K
41,Some-college,,Husband,Male,<=50K
67,,Married-civ-spouse,Husband,Male,<=50K
62,,,,Female,
28,,,Husband,,
26,12th,Never-married,Own-child,Male,<=50K
46,,,Husband,,
29,,Married-civ-spouse,Husband,Male,<=50K
39,Bachelors,Married-civ-spouse,Husband,,
25,Masters,Never-married,,,
20,Some-college,,Not-in-family,Female,
21,,,Own-child,,<=50K
25,Bachelors,Never-married,Not-in-family,Male,
44,,Married-civ-spouse,Husband,,>50K
37,HS-grad,Never-married,Own-child,Male,<=50K
50,Masters,Married-civ-spouse,Husband,Male,
29,,Separated,,Female,
18,,Never-married,Own-child,,
32,Bachelors,Never-married,Unmarried,,
58,,,Not-in-family,,
50,HS-grad,,Husband,Male,>50K
29,Some-college,,Not-in-family,,
58,HS-grad,Married-civ-spouse,Husband,,>50K
29,,Never-married,Own-child,Female,
,HS-grad,Married-civ-spouse,Husband,,>50K
21,,Never-married,Not-in-family,,
49,,Divorced,Unmarried,,
60,Masters,,,,
,Some-college,Married-civ-spouse,Husband,Male,>50K
50,Assoc-acdm,Married-civ-spouse,Husband,Male,>50K
30,Some-college,Never-married,Not-in-family,Female,<=50K
55,HS-grad,Divorced,,,<=50K
64,HS-grad,Divorced,Unmarried,,
,,Never-married,Other-relative,,
,Bachelors,Married-civ-spouse,Husband,,
42,HS-grad,Married-civ-spouse,Husband,Male,<=50K
,HS-grad,Widowed,Unmarried,Female,
43,,Divorced,Not-in-family,,<=50K
,12th,Never-married,Not-in-family,Male,<=50K
,Assoc-acdm,Married-civ-spouse,Husband,,>50K
34,HS-grad,Never-married,Unmarried,,
47,,,Wife,,>50K
43,Masters,Never-married,Not-in-family,Female,
24,,,,Female,
21,11th,,Husband,,
65,,,,,
20,Some-college,Never-married,,,
,,,Not-in-family,Female,
38,HS-grad,Married-civ-spouse,Husband,,<=50K
22,Some-college,Never-married,Not-in-family,Male,
20,,Never-married,Not-in-family,Female,
44,,Married-civ-spouse,Husband,,
44,Masters,Married-civ-spouse,Wife,Female,
41,Doctorate,Married-civ-spouse,Husband,Male,>50K
38,HS-grad,Divorced,,Male,
21,,Never-married,,,<=50K
,Some-college,Married-spouse-absent,Unmarried,,<=50K
24,,Never-married,Not-in-family,Female,
,HS-grad,Married-civ-spouse,Own-child,,<=50K
39,Bachelors,Never-married,,Female,<=50K
,,Divorced,Not-in-family,Male,
24,,Never-married,Not-in-family,Male,<=50K
50,HS-grad,Married-civ-spouse,Husband,Male,
50,Some-college,,Husband,Male,
68,Some-college,Married-civ-spouse,Husband,Male,<=50K
,Masters,,Husband,,
22,1st-4th,Never-married,Not-in-family,,<=50K
18,Some-college,Never-married,Own-child,,
25,,Married-spouse-absent,Not-in-family,,<=50K
28,Some-college,Never-married,Not-in-family,,
17,11th,,Own-child,Female,
24,Doctorate,Never-married,Not-in-family,Female,
20,10th,Separated,Not-in-family,,<=50K
45,Assoc-acdm,,Husband,Male,
44,Some-college,Married-spouse-absent,,Female,<=50K
57,7th-8th,Married-civ-spouse,Husband,Male,<=50K
33,Bachelors,Married-civ-spouse,Husband,,>50K
24,Bachelors,Never-married,,,<=50K
,,Never-married,Own-child,Male,<=50K
41,HS-grad,,Not-in-family,Female,
51,Bachelors,Married-civ-spouse,,Male,
46,Bachelors,Separated,Unmarried,Male,
52,HS-grad,Divorced,,Female,<=50K
50,Bachelors,,,Male,
26,,Never-married,Own-child,Female,<=50K
17,,Never-married,Other-relative,,
64,Some-college,Married-civ-spouse,,Male,
51,,Married-civ-spouse,Husband,,>50K
28,HS-grad,,Husband,Male,<=50K
51,Bachelors,Divorced,,,<=50K
39,,Divorced,Not-in-family,Male,
48,Some-college,,Unmarried,,
,Some-college,Married-civ-spouse,Own-child,Female,>50K
47,11th,Married-civ-spouse,Husband,,
52,HS-grad,Widowed,,Female,<=50K
58,,,,Female,<=50K
19,11th,Never-married,Not-in-family,Female,<=50K
40,Bachelors,Married-civ-spouse,Husband,Male,>50K
23,Some-college,,Own-child,Male,
31,Bachelors,Married-civ-spouse,Husband,,<=50K
40,Assoc-acdm,Married-civ-spouse,Husband,,>50K
48,,Married-civ-spouse,Husband,Male,>50K
46,Masters,Divorced,,Female,>50K
32,HS-grad,Married-civ-spouse,Wife,Female,<=50K
50,HS-grad,Married-civ-spouse,Husband,Male,
18,HS-grad,Never-married,Not-in-family,,<=50K
,Masters,Never-married,,Female,
36,Bachelors,Never-married,Not-in-family,,
26,,Divorced,Own-child,Female,<=50K
19,,Never-married,Own-child,Female,<=50K
53,Assoc-acdm,,,,
54,Some-college,Never-married,,Male,<=50K
29,Some-college,Married-civ-spouse,Own-child,,
81,,Widowed,Unmarried,Male,
37,,Never-married,Not-in-family,Female,
40,Assoc-voc,Divorced,Not-in-family,,
36,Some-college,Widowed,,Female,
18,12th,Never-married,Own-child,Female,<=50K
44,11th,Separated,Not-in-family,,<=50K
36,,Separated,Unmarried,,<=50K
69,Doctorate,Married-civ-spouse,Husband,,
17,12th,Never-married,,Male,<=50K
38,Assoc-voc,,Husband,,
27,,Never-married,,Male,<=50K
52,Assoc-acdm,Married-civ-spouse,Husband,Male,
24,Assoc-acdm,Never-married,Not-in-family,,<=50K
57,Bachelors,,Wife,Female,<=50K
,,,Own-child,Female,
38,HS-grad,Divorced,Not-in-family,Male,<=50K
46,7th-8th,Married-spouse-absent,,,
21,,Married-civ-spouse,Own-child,,>50K
29,,Never-married,,Female,<=50K
33,Some-college,Divorced,Not-in-family,Female,
26,,Married-civ-spouse,Husband,Male,
,,Separated,Not-in-family,Male,<=50K
26,Some-college,Married-civ-spouse,Wife,Female,
37,Prof-school,,,Male,<=50K
49,Bachelors,Married-civ-spouse,,,
28,Bachelors,Married-civ-spouse,Husband,Male,<=50K
57,Some-college,Divorced,Not-in-family,Male,<=50K
60,7th-8th,Married-civ-spouse,,Male,<=50K
20,HS-grad,,,,<=50K
38,HS-grad,Married-civ-spouse,Husband,,
51,,Married-civ-spouse,Husband,,
60,Some-college,,Not-in-family,,<=50K
37,,,,,<=50K
44,,Never-married,,Female,<=50K
,,Never-married,Own-child,Female,
59,Masters,Married-civ-spouse,Wife,Female,
50,HS-grad,Married-civ-spouse,Husband,Male,<=50K
35,Bachelors,Married-civ-spouse,Husband,Male,
46,,Divorced,Unmarried,,
,Some-college,,Own-child,Male,
32,,Married-civ-spouse,Husband,Male,
32,Assoc-voc,Divorced,Unmarried,,<=50K
39,HS-grad,,,Male,
25,HS-grad,Never-married,Other-relative,,
30,Masters,,,,>50K
37,Bachelors,,,,>50K
38,,Married-civ-spouse,,Male,
36,,,,Female,<=50K
56,Some-college,,Husband,,>50K
35,Bachelors,Widowed,Not-in-family,Male,>50K
56,HS-grad,,,,<=50K
17,10th,Never-married,Own-child,,<=50K
46,,Married-civ-spouse,Husband,Male,
56,HS-grad,Divorced,Not-in-family,,
61,12th,Married-civ-spouse,Husband,,<=50K
25,,Married-civ-spouse,Husband,,<=50K
27,HS-grad,Never-married,,,<=50K
50,HS-grad,,,Male,
33,Assoc-voc,Married-civ-spouse,Husband,,
33,Assoc-voc,Married-civ-spouse,Husband,,>50K
38,,Never-married,Unmarried,Male,<=50K
51,11th,Married-civ-spouse,Husband,,<=50K
27,Assoc-acdm,Never-married,Not-in-family,Male,<=50K
49,Masters,Widowed,Unmarried,,
26,HS-grad,Separated,,,
42,Masters,,Husband,Male,
37,Bachelors,Never-married,Not-in-family,Male,<=50K
38,Some-college,,Own-child,,
48,HS-grad,,Husband,Male,>50K
41,Bachelors,Divorced,,Male,>50K
33,HS-grad,Married-civ-spouse,,Male,<=50K
30,HS-grad,Never-married,,Male,<=50K
25,Bachelors,Never-married,,Female,<=50K
50,,Married-civ-spouse,Husband,Male,>50K
54,HS-grad,Married-civ-spouse,Husband,Male,
,11th,Divorced,Not-in-family,Male,<=50K
59,,Married-civ-spouse,Husband,Male,>50K
17,10th,Never-married,Own-child,Female,
65,11th,,Husband,Male,<=50K
56,HS-grad,Widowed,Unmarried,Female,
57,HS-grad,Divorced,Not-in-family,,<=50K
33,10th,Never-married,Own-child,Male,<=50K
41,,Married-civ-spouse,Husband,Male,
45,,Widowed,Own-child,,<=50K
50,,,,,
18,HS-grad,Never-married,Other-relative,Male,
19,Some-college,Never-married,Own-child,Female,<=50K
26,,Married-civ-spouse,,Female,
61,Assoc-acdm,Married-civ-spouse,,Male,
67,,Married-civ-spouse,Husband,Male,
,Some-college,Married-civ-spouse,Husband,Male,>50K
29,HS-grad,Never-married,,Male,<=50K
27,Some-college,Never-married,Not-in-family,,
35,HS-grad,,Unmarried,,<=50K
,Bachelors,Never-married,Not-in-family,,
22,11th,Never-married,Not-in-family,Male,<=50K
,,,Own-child,,<=50K
26,HS-grad,Married-civ-spouse,Husband,Male,<=50K
27,HS-grad,,Own-child,Male,
26,,,Not-in-family,Male,<=50K
51,,Married-civ-spouse,Husband,,
45,,Married-civ-spouse,Husband,Male,>50K
60,HS-grad,Married-civ-spouse,Husband,,
35,Some-college,Married-civ-spouse,Husband,,
,HS-grad,Never-married,Own-child,Male,<=50K
40,,,Own-child,,
69,HS-grad,Widowed,Not-in-family,Female,<=50K
44,Bachelors,Married-civ-spouse,,Male,
,HS-grad,,Other-relative,,<=50K
52,,Married-civ-spouse,,Female,>50K
38,HS-grad,Separated,Unmarried,,<=50K
18,,,,Female,<=50K
24,Assoc-voc,,Own-child,,<=50K
52,,,Husband,,<=50K
,,Never-married,Not-in-family,,<=50K
67,Doctorate,Married-civ-spouse,Husband,,>50K
64,Some-college,Widowed,Not-in-family,Female,
25,Some-college,Never-married,Own-child,,<=50K
34,Masters,,,Male,>50K
39,HS-grad,Married-civ-spouse,Husband,,
26,HS-grad,Never-married,Own-child,Male,<=50K
19,10th,Never-married,Own-child,,<=50K
35,HS-grad,Married-civ-spouse,Husband,Male,>50K
26,Masters,Never-married,Not-in-family,Female,
38,HS-grad,Separated,Own-child,Male,<=50K
45,,Married-civ-spouse,Husband,,
18,11th,Never-married,Unmarried,Female,
,Some-college,,Not-in-family,,<=50K
36,HS-grad,Separated,Unmarried,,
18,,,Own-child,Female,
37,,,Not-in-family,,<=50K
37,Bachelors,Married-civ-spouse,Husband,Male,
,,Married-civ-spouse,Wife,Female,>50K
21,Some-college,,Own-child,Male,<=50K
46,Doctorate,Married-civ-spouse,Husband,Male,
33,HS-grad,Separated,Not-in-family,,
23,,,Unmarried,,
52,HS-grad,,Unmarried,Male,<=50K
28,HS-grad,Never-married,,,
23,,Never-married,Not-in-family,Male,
48,Some-college,Married-civ-spouse,Husband,,
17,11th,Never-married,Own-child,,<=50K
22,,,Own-child,Female,<=50K
26,,Never-married,Own-child,Male,>50K
40,HS-grad,Married-civ-spouse,Husband,,<=50K
90,,Married-civ-spouse,Husband,,
28,,Divorced,Own-child,,
44,HS-grad,,Husband,Male,
,Bachelors,Married-civ-spouse,Husband,Male,>50K
,,Married-civ-spouse,,,>50K
43,HS-grad,Married-civ-spouse,Husband,Male,
17,,Never-married,Own-child,Male,
49,,Married-civ-spouse,Husband,Male,>50K
27,Bachelors,Never-married,Own-child,,<=50K
60,HS-grad,Divorced,,Female,<=50K
33,,Married-civ-spouse,Wife,,<=50K
53,10th,Married-civ-spouse,Husband,Male,
19,,Never-married,Not-in-family,Male,<=50K
28,,Divorced,Not-in-family,,<=50K
,Assoc-acdm,,Own-child,,<=50K
48,HS-grad,,Husband,,<=50K
76,,Married-civ-spouse,,Male,<=50K
19,Some-college,Never-married,Own-child,Female,
28,Assoc-voc,Married-civ-spouse,Other-relative,Female,<=50K
58,,,Husband,Male,<=50K
19,Some-college,Never-married,Own-child,,<=50K
37,HS-grad,,Not-in-family,,<=50K
22,,,Own-child,,<=50K
52,,Married-civ-spouse,Husband,,
31,Bachelors,,,Male,
50,,Married-civ-spouse,Husband,Male,
62,HS-grad,Widowed,Unmarried,,
26,,Never-married,Not-in-family,,<=50K
64,HS-grad,Widowed,,Female,<=50K
38,Some-college,Married-civ-spouse,Husband,Male,<=50K
44,Prof-school,Married-civ-spouse,Husband,,
,HS-grad,Divorced,Not-in-family,,<=50K
19,HS-grad,Never-married,Own-child,,
39,HS-grad,Never-married,Not-in-family,,<=50K
,,Married-civ-spouse,Husband,Male,>50K
,Masters,Married-civ-spouse,Wife,,
36,Bachelors,Never-married,Own-child,Male,
39,Assoc-voc,Married-civ-spouse,Husband,,
51,,Never-married,,Female,<=50K
28,HS-grad,Never-married,Own-child,,
57,Prof-school,Married-civ-spouse,Husband,Male,>50K
40,,Separated,Own-child,,<=50K
27,Some-college,Divorced,Unmarried,Female,
32,Some-college,,Own-child,,<=50K
49,HS-grad,Divorced,Unmarried,Female,<=50K
34,10th,,Own-child,Female,<=50K
,HS-grad,Never-married,Own-child,Male,
54,7th-8th,Divorced,Not-in-family,Male,<=50K
52,,Married-civ-spouse,Husband,Male,
43,11th,Married-civ-spouse,,Female,<=50K
84,5th-6th,,,,
79,Assoc-acdm,,Wife,Female,>50K
,Some-college,Married-civ-spouse,Husband,,
56,HS-grad,Divorced,Not-in-family,Male,<=50K
30,HS-grad,Never-married,Not-in-family,Male,
54,,Widowed,Unmarried,,
35,Bachelors,Never-married,Not-in-family,,<=50K
32,Some-college,Never-married,Own-child,Female,
44,Bachelors,Married-civ-spouse,Husband,,>50K
32,HS-grad,Married-AF-spouse,Other-relative,Female,<=50K
60,12th,Married-civ-spouse,Husband,Male,<=50K
,Some-college,Divorced,Not-in-family,,<=50K
50,7th-8th,Married-civ-spouse,Husband,,<=50K
58,9th,,Husband,Male,
41,,Married-civ-spouse,Husband,Male,>50K
28,HS-grad,,Husband,Male,>50K
53,HS-grad,Never-married,,,<=50K
71,Some-college,Married-civ-spouse,Husband,,>50K
17,9th,Never-married,Own-child,Female,<=50K
45,HS-grad,,,Female,<=50K
23,HS-grad,Never-married,Own-child,Female,<=50K
25,,Married-civ-spouse,Husband,,<=50K
40,Some-college,Never-married,Not-in-family,,>50K
28,,,Not-in-family,Female,<=50K
27,12th,Never-married,Not-in-family,Male,<=50K
19,Some-college,Never-married,,Male,<=50K
24,HS-grad,Never-married,Own-child,Male,<=50K
,,Separated,Unmarried,Male,<=50K
24,Masters,Never-married,Not-in-family,Female,
18,,Never-married,Own-child,,<=50K
,HS-grad,Divorced,Unmarried,Female,<=50K
35,Masters,Never-married,Own-child,,>50K
43,9th,Never-married,Not-in-family,,
45,HS-grad,Married-civ-spouse,Husband,Male,<=50K
24,HS-grad,Married-civ-spouse,Husband,,
63,9th,Married-civ-spouse,Husband,Male,
40,9th,Married-civ-spouse,,Male,
21,Bachelors,Never-married,,,<=50K
20,Some-college,Married-civ-spouse,Husband,Male,<=50K
42,HS-grad,Married-civ-spouse,Wife,,>50K
49,Some-college,,Husband,Male,>50K
47,HS-grad,Married-civ-spouse,Husband,Male,<=50K
,HS-grad,Married-civ-spouse,Husband,,<=50K
61,7th-8th,Married-civ-spouse,Husband,Male,<=50K
23,Assoc-acdm,,Husband,Male,
35,,Married-civ-spouse,Husband,Male,>50K
46,,Married-civ-spouse,Wife,,
18,12th,,Own-child,,<=50K
28,Bachelors,Never-married,Not-in-family,Male,
62,Bachelors,Married-civ-spouse,,Male,<=50K
20,HS-grad,Never-married,Own-child,,
,HS-grad,Married-civ-spouse,,,
,HS-grad,Married-civ-spouse,Husband,Male,<=50K
56,,Married-civ-spouse,Husband,,<=50K
33,HS-grad,Married-civ-spouse,,Male,
19,,Never-married,,,
29,HS-grad,,Husband,Male,
30,Some-college,Never-married,Other-relative,Male,<=50K
53,,,Unmarried,,<=50K
25,1st-4th,Never-married,Not-in-family,Female,<=50K
44,HS-grad,,Husband,Male,<=50K
22,,Married-civ-spouse,,,<=50K
40,HS-grad,,Not-in-family,Male,<=50K
25,,Never-married,,Male,
,7th-8th,Married-civ-spouse,Husband,,
,Assoc-voc,Divorced,Unmarried,Female,
17,11th,Never-married,Own-child,,<=50K
46,,,Husband,Male,>50K
50,Some-college,Married-civ-spouse,,Male,>50K
,,Never-married,Not-in-family,,
42,,Married-civ-spouse,Husband,Male,<=50K
41,Bachelors,Married-civ-spouse,Husband,Male,<=50K
32,Bachelors,Never-married,Unmarried,Male,<=50K
32,HS-grad,Married-civ-spouse,Husband,,<=50K
47,Some-college,Married-civ-spouse,Husband,Male,<=50K
50,Some-college,,Husband,,<=50K
77,7th-8th,Widowed,Unmarried,,
33,HS-grad,Divorced,,,<=50K
47,HS-grad,Married-civ-spouse,Husband,Male,<=50K
64,11th,Married-civ-spouse,Husband,Male,
34,HS-grad,Married-civ-spouse,Husband,Male,<=50K
34,HS-grad,Never-married,,,
67,Masters,Never-married,Other-relative,Female,>50K
37,HS-grad,Never-married,Not-in-family,,
34,Bachelors,Married-civ-spouse,Husband,Male,
22,Some-college,Never-married,,,<=50K
,Doctorate,,Not-in-family,Male,<=50K
60,,Married-civ-spouse,Husband,Male,
46,Bachelors,Divorced,Unmarried,,<=50K
44,Bachelors,Married-civ-spouse,Husband,Male,>50K
,HS-grad,Married-civ-spouse,Other-relative,,<=50K
48,Masters,Married-civ-spouse,,,
,HS-grad,Never-married,Other-relative,Female,<=50K
48,Some-college,Never-married,Not-in-family,Female,
37,,,Husband,,<=50K
51,,,Husband,,>50K
52,Masters,Married-civ-spouse,Husband,,
27,5th-6th,Never-married,,,<=50K
43,,Married-civ-spouse,Husband,,>50K
23,HS-grad,Never-married,,,
66,Assoc-acdm,Married-civ-spouse,,Male,
37,10th,Married-civ-spouse,,Female,
35,Some-college,Never-married,Not-in-family,Female,<=50K
42,Bachelors,Married-civ-spouse,Husband,Male,>50K
49,10th,Never-married,Unmarried,,
51,Bachelors,Married-civ-spouse,Wife,,>50K
71,,Widowed,,,
,Masters,Married-civ-spouse,Wife,Female,>50K
63,,,Unmarried,,
41,Masters,Never-married,Own-child,Female,
24,Some-college,Never-married,Own-child,,<=50K
41,,Divorced,Unmarried,Female,
33,Assoc-acdm,,Husband,,
,Some-college,,,Male,
23,Bachelors,Never-married,Own-child,,
49,,Divorced,,,<=50K
28,,,Not-in-family,Male,
31,5th-6th,Married-civ-spouse,Husband,Male,
,,Never-married,Own-child,,<=50K
37,11th,Married-civ-spouse,Husband,,<=50K
19,Some-college,Never-married,,Male,
51,Bachelors,Married-civ-spouse,Husband,Male,<=50K
25,Assoc-voc,,Husband,,<=50K
49,HS-grad,Married-civ-spouse,Husband,,
47,,Divorced,Unmarried,Female,<=50K
48,,Married-civ-spouse,Husband,Male,<=50K
41,,Divorced,Not-in-family,Female,<=50K
32,HS-grad,Divorced,Unmarried,Female,
26,HS-grad,Never-married,,Female,
46,HS-grad,Married-civ-spouse,,Male,<=50K
17,,,,Female,<=50K
34,11th,,Not-in-family,,<=50K
44,,Never-married,,Female,<=50K
23,,,Own-child,,<=50K
35,Some-college,Never-married,,,
30,Bachelors,,Not-in-family,,<=50K
65,Some-college,Married-civ-spouse,Husband,,<=50K
34,,Married-civ-spouse,,Male,
34,Prof-school,Married-civ-spouse,Husband,Male,
39,,Married-civ-spouse,Husband,Male,
28,Assoc-voc,,Husband,,<=50K
,Masters,Married-civ-spouse,Husband,,
,11th,Never-married,,Male,<=50K
21,HS-grad,Never-married,Not-in-family,,<=50K
53,7th-8th,,Husband,Male,
54,Masters,Divorced,Not-in-family,,>50K
32,,Divorced,Unmarried,,
39,,Never-married,Not-in-family,Male,<=50K
39,,,Unmarried,Female,<=50K
29,HS-grad,Married-civ-spouse,Husband,Male,
29,HS-grad,Divorced,Not-in-family,,
43,HS-grad,Married-civ-spouse,Husband,Male,
20,Some-college,Never-married,,,<=50K
39,Masters,,Husband,Male,
45,,,,Female,<=50K
,Some-college,,Husband,Male,<=50K
71,,Widowed,Not-in-family,,<=50K
62,HS-grad,,Husband,Male,<=50K
43,Some-college,Divorced,Not-in-family,Female,<=50K
31,HS-grad,Never-married,Unmarried,Female,
39,HS-grad,,Husband,Male,
32,,Married-civ-spouse,Wife,Female,>50K
45,HS-grad,Married-civ-spouse,Husband,,
19,,Never-married,Own-child,Male,<=50K
43,,Married-civ-spouse,Husband,,>50K
32,,,Husband,,<=50K
43,Bachelors,,Not-in-family,Female,
34,,,,Male,
66,Some-college,,,Male,
37,Assoc-voc,,Husband,,>50K
46,Assoc-acdm,Married-civ-spouse,Wife,Female,
23,Bachelors,,Own-child,Female,<=50K
41,,Never-married,Not-in-family,,>50K
63,,Married-civ-spouse,Husband,Male,<=50K
55,HS-grad,Married-civ-spouse,Husband,,>50K
35,,,Husband,Male,
28,9th,Never-married,Not-in-family,,>50K
37,Bachelors,,,,
63,HS-grad,Married-civ-spouse,Husband,,<=50K
43,,Married-civ-spouse,Husband,,>50K
,Assoc-voc,Never-married,Own-child,,
36,Masters,Married-civ-spouse,,,
54,Bachelors,,,Male,>50K
36,Bachelors,Married-civ-spouse,Husband,,
78,,Married-civ-spouse,Husband,Male,>50K
77,Bachelors,Married-civ-spouse,,,
28,HS-grad,Married-spouse-absent,Not-in-family,Female,<=50K
39,HS-grad,Married-civ-spouse,Husband,,
37,,Separated,Not-in-family,,
34,,Married-civ-spouse,Husband,Male,>50K
22,,Never-married,Own-child,,
,Bachelors,Never-married,Not-in-family,,
21,Some-college,Never-married,Own-child,Female,<=50K
36,10th,,Husband,Male,<=50K
62,HS-grad,Widowed,,,
40,Some-college,,Husband,,
,Some-college,Divorced,Unmarried,,
38,Bachelors,Married-civ-spouse,Husband,,
28,5th-6th,Never-married,Not-in-family,,
46,,Divorced,Unmarried,Female,
22,,Married-civ-spouse,Husband,Male,
,HS-grad,Divorced,Unmarried,,
,10th,Separated,Not-in-family,Female,<=50K
43,Bachelors,Married-civ-spouse,Husband,Male,>50K
53,,Never-married,Not-in-family,Female,
20,HS-grad,Never-married,Own-child,Female,<=50K
22,Bachelors,Never-married,Not-in-family,Male,
48,9th,Married-civ-spouse,Husband,Male,<=50K
40,Masters,Married-civ-spouse,Husband,Male,>50K
68,Some-college,Married-civ-spouse,Husband,Male,<=50K
39,Some-college,,Not-in-family,Female,<=50K
57,,,Husband,Male,>50K
23,10th,Never-married,Unmarried,Male,<=50K
25,Bachelors,Married-civ-spouse,Wife,Female,
,,Never-married,Own-child,Male,
,12th,Never-married,,,<=50K
41,Bachelors,Married-civ-spouse,Husband,Male,>50K
25,Some-college,Never-married,Not-in-family,,
