age,race,sex,hours-per-week,native-country
44,White,Male,55,United-States
43,White,Male,20,United-States
19,White,Female,35,United-States
50,White,Female,40,United-States
17,White,Male,30,United-States
39,Black,Female,50,United-States
43,White,Male,40,United-States
43,White,Male,40,United-States
40,White,Male,40,United-States
31,White,Male,40,United-States
25,White,Male,40,United-States
30,White,Male,40,United-States
55,White,Male,40,United-States
55,White,Male,75,United-States
29,Black,Male,40,United-States
28,White,Male,60,United-States
30,White,Male,40,United-States
33,White,Male,55,United-States
23,White,Male,40,United-States
71,White,Female,75,United-States
22,White,Male,6,United-States
21,White,Female,40,United-States
62,Asian-Pac-Islander,Male,24,China
22,Black,Female,40,United-States
49,White,Male,40,United-States
31,White,Male,20,United-States
27,White,Male,40,United-States
27,Asian-Pac-Islander,Male,40,Hong
26,White,Male,20,United-States
30,White,Male,40,United-States
17,White,Female,30,United-States
26,White,Male,50,United-States
45,White,Female,40,Canada
50,White,Male,40,United-States
31,White,Male,45,United-States
51,White,Female,40,United-States
56,White,Female,40,United-States
24,White,Male,35,United-States
29,White,Male,40,Dominican-Republic
26,White,Male,24,United-States
51,White,Male,45,United-States
32,White,Male,40,United-States
47,White,Male,40,United-States
30,White,Male,40,United-States
41,Black,Female,40,United-States
49,White,Male,40,United-States
40,Amer-Indian-Eskimo,Male,40,United-States
62,White,Male,40,United-States
43,White,Male,60,United-States
76,White,Male,20,United-States
40,White,Male,60,United-States
35,White,Male,50,United-States
27,White,Female,40,United-States
54,White,Male,40,United-States
55,White,Male,40,United-States
21,White,Male,12,United-States
20,White,Male,20,United-States
39,White,Female,20,United-States
26,White,Male,64,United-States
20,White,Female,42,United-States
28,White,Male,60,United-States
56,Black,Male,40,United-States
39,White,Male,40,United-States
44,Asian-Pac-Islander,Male,40,United-States
55,White,Male,40,United-States
54,White,Male,40,United-States
30,White,Male,45,United-States
34,White,Male,57,United-States
42,Black,Female,38,United-States
50,White,Female,75,United-States
34,Black,Male,40,United-States
23,White,Male,33,United-States
27,Asian-Pac-Islander,Male,25,Philippines
81,White,Male,5,United-States
47,Black,Female,40,United-States
57,White,Male,40,United-States
65,White,Female,56,United-States
33,Black,Male,50,United-States
37,White,Female,48,United-States
53,White,Female,40,United-States
27,White,Female,40,United-States
47,White,Male,50,United-States
42,White,Male,50,United-States
39,Black,Male,40,United-States
58,White,Male,40,United-States
20,White,Male,24,United-States
19,White,Male,40,United-States
39,White,Male,35,United-States
51,White,Male,44,United-States
52,White,Female,40,Germany
53,White,Female,50,United-States
50,White,Male,40,United-States
36,White,Male,40,United-States
30,White,Female,72,United-States
30,Black,Female,40,?
50,White,Male,55,United-States
76,White,Female,40,United-States
46,White,Male,40,United-States
24,Black,Male,40,United-States
26,White,Male,40,United-States
56,White,Male,50,United-States
50,White,Male,40,United-States
22,White,Male,40,United-States
23,White,Female,35,United-States
51,White,Male,50,United-States
58,White,Male,40,United-States
38,Black,Female,24,Haiti
45,White,Male,40,United-States
55,White,Male,40,United-States
45,White,Male,60,United-States
42,White,Male,45,United-States
44,White,Male,46,United-States
60,White,Male,50,United-States
27,White,Male,40,United-States
25,White,Male,40,United-States
61,White,Female,24,United-States
43,White,Male,50,United-States
44,White,Male,40,United-States
63,White,Female,41,United-States
46,White,Female,43,United-States
47,White,Male,40,United-States
37,Black,Male,40,United-States
43,Black,Female,40,United-States
46,White,Male,35,United-States
48,Black,Female,35,United-States
61,White,Female,90,United-States
53,Black,Male,40,United-States
79,White,Male,35,United-States
44,White,Male,30,United-States
54,White,Male,45,United-States
22,White,Female,40,United-States
47,Black,Male,50,United-States
18,White,Female,20,United-States
25,White,Male,40,Mexico
24,White,Female,40,Iran
37,White,Male,40,United-States
51,White,Female,40,United-States
35,White,Male,60,United-States
59,White,Female,34,United-States
46,Asian-Pac-Islander,Male,40,Philippines
45,White,Male,60,United-States
19,White,Male,15,United-States
22,White,Female,28,United-States
41,White,Male,40,United-States
33,White,Male,40,United-States
26,Black,Female,40,United-States
22,White,Male,35,United-States
29,White,Male,65,United-States
22,White,Female,39,United-States
34,White,Male,10,United-States
23,White,Male,40,United-States
20,White,Male,50,United-States
25,Asian-Pac-Islander,Female,40,United-States
59,White,Male,40,United-States
44,White,Male,55,United-States
55,White,Male,40,United-States
77,White,Female,1,United-States
42,White,Male,40,United-States
47,White,Male,40,United-States
42,White,Male,40,United-States
45,White,Male,40,United-States
23,White,Male,40,Guatemala
60,White,Male,40,United-States
23,White,Male,40,United-States
52,White,Male,40,United-States
49,White,Male,40,United-States
20,White,Male,40,United-States
20,White,Female,20,United-States
23,White,Female,45,United-States
30,White,Male,65,United-States
45,White,Male,48,United-States
30,White,Male,35,United-States
17,White,Female,20,United-States
22,White,Male,40,United-States
25,White,Male,40,United-States
52,White,Male,55,Canada
40,White,Female,40,United-States
18,Black,Male,30,United-States
58,White,Male,45,United-States
30,White,Male,50,United-States
59,White,Male,40,United-States
29,Black,Female,30,Jamaica
26,White,Female,40,United-States
39,Asian-Pac-Islander,Female,10,Japan
33,White,Male,50,United-States
21,White,Female,40,United-States
22,White,Male,24,United-States
25,White,Male,40,United-States
19,White,Female,20,United-States
44,Black,Female,40,United-States
35,White,Female,40,United-States
40,White,Male,40,United-States
19,White,Female,20,United-States
37,White,Male,35,Mexico
32,White,Male,40,United-States
52,White,Male,65,United-States
36,White,Male,41,United-States
38,White,Female,40,United-States
57,Black,Male,39,United-States
22,White,Female,15,United-States
80,White,Male,8,Canada
20,White,Female,35,United-States
40,Black,Male,36,United-States
36,White,Male,50,United-States
27,White,Female,40,United-States
52,White,Female,50,United-States
43,White,Female,44,United-States
35,White,Male,40,United-States
29,Black,Male,40,United-States
27,White,Male,40,United-States
24,White,Female,25,United-States
49,White,Male,40,United-States
26,White,Male,30,United-States
47,White,Male,32,United-States
20,White,Female,40,United-States
19,White,Male,40,United-States
34,White,Male,50,United-States
20,White,Female,40,United-States
23,White,Male,35,United-States
25,White,Male,40,United-States
21,White,Male,36,United-States
25,White,Male,40,United-States
63,White,Male,32,United-States
25,White,Female,50,United-States
28,White,Female,40,United-States
39,White,Male,60,United-States
28,White,Female,40,United-States
30,White,Male,45,United-States
41,White,Female,40,United-States
52,White,Female,30,United-States
36,White,Male,40,United-States
47,White,Male,40,United-States
27,White,Male,50,Mexico
32,White,Female,40,United-States
52,White,Male,45,United-States
50,White,Male,70,United-States
21,White,Male,30,Nicaragua
60,White,Female,37,United-States
47,Amer-Indian-Eskimo,Male,36,United-States
54,White,Male,60,United-States
32,White,Male,50,United-States
61,White,Male,40,United-States
21,White,Male,40,United-States
29,White,Male,45,United-States
36,Black,Female,70,United-States
38,White,Male,20,United-States
59,White,Male,52,United-States
43,White,Male,40,United-States
19,White,Male,10,United-States
42,White,Male,40,United-States
33,White,Male,45,United-States
47,Black,Female,40,United-States
51,White,Male,40,United-States
28,White,Male,40,United-States
61,White,Female,43,United-States
23,White,Female,60,United-States
31,White,Male,40,United-States
38,White,Male,55,United-States
21,White,Male,40,Mexico
22,White,Male,50,United-States
35,White,Male,40,United-States
53,White,Male,48,United-States
40,White,Female,24,United-States
36,White,Male,50,United-States
33,White,Male,65,United-States
23,White,Female,50,United-States
51,White,Male,40,United-States
31,White,Male,48,United-States
28,White,Female,40,United-States
26,White,Male,40,United-States
32,Black,Male,60,United-States
43,White,Male,45,United-States
19,White,Female,50,United-States
46,Black,Female,40,United-States
49,White,Male,45,United-States
31,White,Female,40,United-States
45,White,Male,40,United-States
41,White,Male,40,Mexico
22,White,Female,15,United-States
25,White,Female,40,United-States
46,White,Male,50,United-States
44,White,Male,40,United-States
25,White,Male,40,United-States
30,White,Male,40,United-States
54,White,Male,60,United-States
34,White,Male,45,United-States
34,White,Male,40,United-States
30,White,Male,55,United-States
21,White,Female,60,United-States
27,White,Female,40,United-States
29,White,Male,40,United-States
60,White,Male,40,United-States
36,White,Male,70,United-States
27,White,Female,40,United-States
57,White,Male,48,United-States
24,Asian-Pac-Islander,Female,5,Vietnam
63,White,Male,22,United-States
29,White,Male,40,United-States
34,White,Male,40,United-States
27,White,Male,40,United-States
31,White,Female,40,United-States
31,White,Male,40,United-States
55,White,Female,20,United-States
64,White,Male,99,United-States
20,Black,Female,35,United-States
44,White,Male,60,United-States
35,White,Male,50,United-States
41,White,Female,40,United-States
38,Black,Female,40,United-States
21,White,Male,40,?
64,White,Male,45,United-States
42,Black,Male,40,United-States
31,White,Male,50,Germany
42,White,Male,50,United-States
35,White,Female,35,United-States
36,Black,Female,40,United-States
23,White,Male,30,Mexico
20,White,Male,14,United-States
26,Black,Female,40,United-States
56,Black,Male,65,United-States
40,White,Female,40,United-States
19,White,Male,24,United-States
33,Black,Female,40,United-States
45,White,Male,40,Columbia
41,White,Male,43,United-States
29,White,Male,40,United-States
46,White,Female,45,United-States
48,White,Male,45,United-States
38,White,Male,45,United-States
29,Black,Female,40,United-States
35,White,Male,40,United-States
59,Black,Male,30,United-States
27,White,Male,40,United-States
43,White,Male,40,United-States
70,White,Male,20,Cuba
30,White,Male,45,United-States
24,White,Male,40,United-States
76,White,Male,15,United-States
25,White,Male,40,Mexico
39,White,Female,56,United-States
36,Black,Female,40,United-States
23,White,Female,40,United-States
60,White,Female,40,United-States
20,Black,Male,30,United-States
54,Black,Male,40,Haiti
20,White,Female,40,United-States
22,White,Male,40,United-States
24,White,Female,20,United-States
41,White,Male,40,United-States
35,White,Male,40,United-States
23,White,Male,55,Mexico
54,White,Male,50,United-States
17,White,Male,16,United-States
43,White,Female,40,United-States
33,White,Male,42,United-States
30,Asian-Pac-Islander,Female,40,?
38,White,Male,40,United-States
54,Black,Male,45,United-States
39,Black,Female,52,United-States
32,Amer-Indian-Eskimo,Male,40,United-States
61,White,Male,40,United-States
24,Black,Female,35,United-States
22,White,Male,40,United-States
34,White,Male,40,United-States
18,Black,Female,20,United-States
20,White,Male,25,United-States
53,White,Male,40,United-States
32,White,Female,40,United-States
68,White,Male,30,United-States
28,White,Female,15,United-States
28,White,Male,40,El-Salvador
54,Black,Male,56,Haiti
21,White,Male,48,United-States
52,White,Female,40,?
25,White,Male,40,United-States
30,Asian-Pac-Islander,Male,50,India
33,White,Male,32,United-States
49,Asian-Pac-Islander,Female,40,India
58,Other,Female,30,United-States
45,White,Male,24,United-States
67,Black,Male,40,United-States
42,White,Male,50,?
69,White,Male,40,United-States
61,White,Female,40,United-States
34,White,Male,40,United-States
28,White,Male,45,United-States
19,White,Female,34,United-States
31,White,Male,40,United-States
32,White,Male,40,United-States
76,White,Male,20,United-States
53,White,Female,60,United-States
46,White,Female,37,United-States
43,White,Male,40,Cuba
48,White,Male,40,United-States
39,White,Male,99,United-States
59,White,Male,40,United-States
19,White,Female,38,United-States
40,White,Male,40,United-States
63,White,Male,50,United-States
44,White,Female,10,Poland
46,White,Female,40,United-States
22,White,Male,40,United-States
36,White,Male,45,United-States
57,White,Male,40,United-States
58,White,Male,25,United-States
25,Asian-Pac-Islander,Male,28,Taiwan
59,White,Male,35,United-States
36,White,Male,45,United-States
29,White,Male,45,Germany
49,White,Male,45,United-States
42,White,Male,55,United-States
43,White,Male,17,United-States
46,White,Male,40,United-States
43,White,Female,12,United-States
40,White,Female,40,United-States
43,White,Male,40,United-States
48,White,Female,32,United-States
26,Black,Male,28,United-States
30,White,Female,35,United-States
58,White,Male,40,United-States
43,Black,Male,40,United-States
53,Black,Male,40,United-States
74,White,Male,16,United-States
64,White,Female,8,United-States
45,White,Male,40,United-States
32,White,Female,10,United-States
23,Black,Female,40,United-States
38,White,Female,40,United-States
42,White,Male,40,United-States
24,Other,Male,40,United-States
63,White,Male,35,United-States
25,Black,Female,35,United-States
37,Black,Male,40,United-States
28,White,Male,40,Italy
31,White,Male,40,United-States
46,White,Male,50,United-States
44,White,Male,44,United-States
42,White,Female,40,United-States
45,White,Male,40,United-States
52,White,Male,60,United-States
40,White,Male,40,United-States
26,White,Male,40,United-States
55,White,Male,40,?
17,White,Female,14,United-States
27,White,Male,40,United-States
71,White,Male,50,United-States
35,White,Male,50,United-States
17,White,Male,16,United-States
26,White,Male,52,United-States
22,White,Female,35,United-States
51,White,Male,60,United-States
33,White,Male,40,United-States
41,Black,Male,50,United-States
50,White,Male,50,United-States
26,White,Female,40,United-States
21,Black,Female,40,United-States
53,White,Male,40,United-States
32,White,Male,40,United-States
19,White,Female,20,United-States
22,White,Female,35,United-States
58,White,Male,60,United-States
47,White,Male,60,United-States
51,White,Male,45,United-States
42,White,Male,48,United-States
28,White,Male,40,United-States
29,Asian-Pac-Islander,Female,35,Vietnam
50,White,Male,50,United-States
22,White,Female,30,United-States
47,White,Female,45,United-States
60,White,Female,27,United-States
46,White,Female,40,United-States
58,White,Male,60,United-States
62,White,Female,40,United-States
47,White,Male,40,?
59,White,Female,40,United-States
41,White,Female,40,Mexico
31,White,Female,37,United-States
18,White,Female,40,United-States
64,White,Male,50,United-States
51,White,Male,65,United-States
47,White,Male,35,United-States
68,White,Male,35,United-States
32,Other,Female,40,United-States
39,White,Male,43,Mexico
37,White,Female,48,United-States
29,White,Female,40,United-States
44,Other,Male,40,United-States
46,White,Male,40,United-States
40,White,Male,40,United-States
19,Black,Male,35,United-States
65,White,Male,30,United-States
52,White,Female,40,United-States
40,White,Male,40,United-States
61,White,Male,40,United-States
30,White,Male,50,United-States
61,White,Male,40,United-States
33,White,Male,84,United-States
32,White,Male,65,United-States
32,White,Female,40,United-States
32,White,Male,35,United-States
37,White,Male,40,United-States
53,White,Male,45,United-States
51,White,Male,40,United-States
29,Black,Male,45,United-States
48,White,Male,40,United-States
69,White,Male,40,United-States
28,White,Female,40,United-States
55,White,Female,40,United-States
45,White,Male,40,United-States
18,White,Female,20,United-States
60,White,Male,40,United-States
38,White,Male,40,?
19,White,Male,10,United-States
18,White,Male,25,United-States
33,White,Male,40,United-States
33,White,Female,40,United-States
29,White,Female,45,United-States
37,White,Male,45,United-States
50,White,Male,50,United-States
19,White,Male,10,United-States
28,White,Female,35,United-States
43,White,Female,7,United-States
23,White,Female,35,United-States
47,White,Male,40,United-States
21,White,Male,35,United-States
19,White,Female,12,United-States
47,White,Female,50,United-States
36,White,Male,40,United-States
62,White,Male,60,United-States
65,White,Male,40,United-States
46,White,Male,45,United-States
35,White,Male,40,United-States
50,White,Male,40,United-States
20,White,Female,6,United-States
17,White,Female,16,United-States
33,White,Male,40,United-States
57,White,Female,40,United-States
53,White,Male,50,United-States
47,White,Male,40,United-States
62,White,Male,35,United-States
35,Black,Male,40,United-States
27,White,Female,43,United-States
23,White,Male,50,United-States
27,White,Female,45,United-States
39,White,Female,40,United-States
25,Black,Female,38,United-States
24,Black,Female,20,United-States
23,White,Male,40,United-States
29,White,Female,35,United-States
30,White,Female,38,United-States
34,White,Male,45,Portugal
32,White,Female,40,United-States
18,Black,Male,23,United-States
20,Black,Female,35,United-States
38,White,Male,45,United-States
18,White,Female,20,United-States
41,White,Male,40,United-States
21,White,Female,50,United-States
36,White,Male,48,United-States
61,White,Female,30,United-States
30,White,Male,48,United-States
26,White,Male,40,United-States
27,White,Female,40,United-States
45,White,Male,45,United-States
47,White,Female,38,United-States
19,White,Female,10,United-States
29,White,Female,55,United-States
51,White,Male,70,United-States
34,White,Male,60,United-States
42,White,Male,45,United-States
26,Black,Male,40,Mexico
20,White,Male,15,United-States
43,White,Male,50,United-States
20,White,Female,20,United-States
27,White,Male,50,United-States
46,White,Male,40,United-States
39,White,Male,40,United-States
33,White,Male,49,United-States
42,White,Male,32,United-States
23,White,Male,25,United-States
29,White,Female,42,United-States
27,White,Male,60,United-States
43,White,Male,35,United-States
23,White,Male,40,United-States
40,White,Female,44,United-States
35,White,Male,61,United-States
30,White,Male,40,United-States
59,Amer-Indian-Eskimo,Male,40,United-States
65,White,Male,40,United-States
28,White,Male,60,United-States
79,White,Male,40,United-States
43,Black,Female,35,United-States
54,White,Male,40,United-States
27,White,Male,62,United-States
30,White,Male,35,United-States
22,Asian-Pac-Islander,Female,15,Taiwan
34,White,Female,65,United-States
18,White,Male,3,United-States
40,White,Female,15,United-States
28,White,Male,40,United-States
18,White,Female,40,United-States
46,White,Male,40,United-States
23,White,Female,35,United-States
77,White,Male,6,United-States
41,White,Male,40,United-States
48,White,Male,50,United-States
29,White,Male,50,United-States
41,White,Female,40,United-States
41,White,Male,40,United-States
34,White,Male,55,United-States
49,White,Male,50,United-States
49,White,Male,50,United-States
30,White,Male,40,United-States
28,White,Male,40,United-States
62,White,Male,40,United-States
41,White,Male,52,United-States
20,White,Male,40,United-States
61,Asian-Pac-Islander,Male,40,China
30,White,Male,60,Hungary
29,White,Female,55,United-States
50,White,Female,45,United-States
44,White,Male,40,United-States
25,White,Male,45,United-States
62,White,Female,40,United-States
57,White,Female,40,United-States
35,White,Male,45,United-States
26,White,Female,40,United-States
60,White,Female,40,United-States
22,White,Male,40,United-States
62,White,Female,50,?
26,White,Male,40,United-States
26,White,Male,20,United-States
44,White,Male,40,United-States
32,White,Male,40,United-States
66,White,Male,50,United-States
24,White,Female,30,United-States
19,White,Male,25,United-States
54,White,Male,50,United-States
37,White,Male,40,United-States
38,White,Male,50,United-States
37,White,Male,50,?
22,White,Male,35,United-States
34,White,Male,25,United-States
35,Amer-Indian-Eskimo,Male,15,United-States
42,White,Male,40,United-States
47,White,Female,40,United-States
29,White,Female,80,United-States
34,White,Male,40,United-States
38,White,Male,70,United-States
62,Black,Male,40,United-States
35,White,Male,40,United-States
37,White,Female,40,United-States
47,White,Male,40,United-States
37,White,Male,40,United-States
22,White,Female,30,United-States
60,White,Male,40,United-States
31,White,Male,40,United-States
74,Amer-Indian-Eskimo,Male,30,United-States
63,White,Male,40,United-States
30,White,Male,40,United-States
44,Black,Male,30,United-States
40,White,Male,40,United-States
35,White,Male,60,United-States
50,White,Male,40,United-States
18,White,Female,10,United-States
33,White,Male,40,United-States
59,White,Male,70,United-States
17,White,Male,20,United-States
47,Amer-Indian-Eskimo,Male,40,United-States
51,Black,Male,50,United-States
26,White,Male,40,United-States
32,White,Female,40,France
55,White,Male,40,United-States
36,Black,Female,40,United-States
54,White,Male,40,United-States
19,White,Female,30,United-States
32,White,Female,45,United-States
52,White,Male,40,United-States
39,Black,Female,28,Jamaica
39,White,Female,45,United-States
59,White,Male,50,United-States
55,White,Male,40,United-States
54,White,Male,60,United-States
31,White,Male,40,United-States
19,Black,Male,25,United-States
30,Amer-Indian-Eskimo,Female,40,United-States
47,White,Female,40,United-States
31,White,Male,40,United-States
32,Asian-Pac-Islander,Male,47,Iran
33,Black,Female,40,United-States
31,White,Male,40,United-States
32,White,Male,40,United-States
46,White,Male,35,Mexico
29,White,Female,20,France
41,Black,Male,40,United-States
39,White,Male,60,United-States
34,White,Female,20,United-States
23,Black,Male,24,United-States
53,White,Male,65,United-States
45,Asian-Pac-Islander,Male,40,Thailand
34,White,Female,10,United-States
47,White,Female,40,United-States
24,White,Male,60,United-States
42,Black,Female,35,United-States
53,White,Male,40,United-States
38,White,Male,55,United-States
26,White,Male,70,United-States
18,White,Male,20,United-States
43,Black,Female,40,United-States
26,Black,Female,32,United-States
47,White,Female,40,United-States
26,White,Male,65,United-States
21,Black,Female,20,United-States
32,White,Female,38,United-States
48,White,Male,55,United-States
39,Black,Female,60,United-States
58,White,Male,40,United-States
55,White,Female,60,United-States
40,White,Male,55,United-States
33,White,Male,40,United-States
74,White,Male,25,United-States
49,White,Male,55,United-States
56,White,Female,65,Greece
29,White,Female,40,United-States
25,Black,Male,48,United-States
57,Black,Male,40,United-States
29,White,Male,40,United-States
28,White,Male,40,United-States
59,White,Male,40,United-States
30,White,Male,60,United-States
28,Black,Female,40,United-States
19,White,Female,20,United-States
40,Black,Female,45,United-States
28,Black,Female,40,United-States
48,White,Male,55,United-States
20,White,Female,10,Canada
58,White,Female,35,United-States
19,Black,Male,30,United-States
75,White,Female,8,United-States
24,White,Female,30,United-States
31,White,Male,45,United-States
28,White,Male,35,United-States
41,White,Male,45,United-States
23,White,Female,35,United-States
46,White,Male,43,United-States
33,Black,Male,40,United-States
34,White,Male,50,United-States
47,White,Male,50,United-States
81,White,Male,26,United-States
45,Other,Male,40,Columbia
35,Asian-Pac-Islander,Male,40,Cambodia
59,White,Female,50,United-States
46,White,Male,48,United-States
39,White,Male,35,United-States
23,Black,Male,40,United-States
25,White,Female,40,United-States
37,White,Male,40,United-States
49,White,Male,50,United-States
25,White,Male,48,United-States
32,White,Male,60,United-States
34,White,Male,40,United-States
40,White,Male,40,United-States
33,White,Female,40,United-States
78,White,Male,20,United-States
31,White,Male,43,United-States
61,White,Male,25,United-States
22,White,Male,40,United-States
29,Asian-Pac-Islander,Male,40,Laos
37,Black,Male,40,United-States
35,White,Female,40,United-States
52,White,Male,60,United-States
37,White,Female,30,United-States
18,White,Male,20,United-States
37,White,Male,48,United-States
46,Black,Male,40,United-States
25,White,Male,40,United-States
47,White,Male,40,United-States
55,White,Male,60,United-States
32,Other,Female,40,?
25,White,Female,50,United-States
50,Black,Female,40,United-States
18,Black,Male,20,United-States
25,White,Male,40,Mexico
23,White,Female,40,United-States
51,White,Male,40,United-States
47,White,Male,65,United-States
37,White,Male,40,United-States
37,White,Female,25,United-States
27,White,Male,40,?
19,White,Female,25,United-States
52,White,Male,40,United-States
25,White,Female,45,United-States
17,Other,Female,40,United-States
21,White,Female,40,United-States
41,White,Male,60,United-States
55,White,Male,40,United-States
20,White,Female,40,United-States
24,White,Male,40,United-States
41,White,Male,38,United-States
23,White,Female,35,United-States
33,White,Female,40,United-States
29,White,Female,45,United-States
50,Amer-Indian-Eskimo,Female,40,United-States
37,White,Male,60,?
48,White,Male,40,United-States
19,White,Female,10,United-States
40,White,Male,40,United-States
30,White,Female,70,United-States
65,White,Male,20,United-States
44,Black,Male,48,United-States
32,White,Male,45,United-States
41,White,Male,65,United-States
28,White,Male,55,United-States
44,White,Male,48,United-States
39,White,Female,55,United-States
59,White,Female,40,United-States
31,White,Male,60,France
34,White,Male,40,United-States
20,White,Male,40,United-States
33,White,Male,40,United-States
52,White,Male,65,United-States
31,White,Female,44,United-States
39,White,Male,43,United-States
35,White,Male,45,United-States
37,White,Male,40,United-States
44,White,Male,32,United-States
28,White,Male,65,United-States
17,White,Female,15,United-States
23,White,Female,60,United-States
35,White,Male,80,United-States
19,White,Male,20,United-States
30,White,Male,40,United-States
27,White,Female,40,United-States
29,White,Male,50,United-States
27,White,Male,65,Greece
37,White,Male,45,United-States
44,White,Male,50,United-States
34,White,Male,55,United-States
43,White,Female,40,United-States
41,White,Male,40,United-States
34,White,Male,50,United-States
23,White,Male,45,United-States
51,White,Female,20,United-States
24,White,Male,40,United-States
38,White,Female,24,United-States
24,Black,Male,40,United-States
53,White,Male,40,United-States
33,White,Male,56,United-States
24,White,Male,40,United-States
45,Black,Male,40,United-States
31,White,Male,50,United-States
38,Black,Female,47,United-States
28,White,Female,50,United-States
38,White,Male,50,United-States
25,White,Male,50,United-States
29,White,Male,40,United-States
29,White,Female,50,United-States
48,White,Male,50,United-States
24,Asian-Pac-Islander,Female,40,Philippines
31,White,Female,30,United-States
36,White,Male,45,United-States
62,White,Male,50,United-States
25,White,Female,40,United-States
55,White,Female,40,United-States
21,White,Female,40,Poland
60,White,Male,45,United-States
41,White,Male,40,United-States
43,White,Male,40,United-States
30,White,Male,40,United-States
47,White,Male,40,United-States
50,White,Male,40,United-States
41,White,Male,55,United-States
23,White,Male,40,Puerto-Rico
38,White,Female,40,United-States
30,White,Male,40,England
35,White,Female,40,United-States
25,White,Female,35,United-States
61,White,Male,20,United-States
71,White,Male,70,United-States
35,White,Female,40,United-States
35,White,Female,40,United-States
38,White,Male,40,Scotland
27,White,Male,40,United-States
51,White,Female,35,Portugal
55,White,Female,40,United-States
45,White,Male,55,United-States
33,Black,Female,40,United-States
25,Black,Male,40,United-States
52,White,Male,38,United-States
46,White,Female,17,United-States
34,White,Female,20,United-States
52,White,Male,40,United-States
47,White,Female,40,United-States
46,Black,Female,40,United-States
36,White,Male,60,United-States
69,White,Male,48,United-States
34,White,Female,40,United-States
36,White,Male,65,United-States
31,White,Male,40,United-States
31,White,Female,40,United-States
38,White,Male,40,United-States
57,White,Female,35,United-States
24,White,Male,20,United-States
37,White,Male,45,United-States
69,White,Male,72,United-States
39,White,Male,40,United-States
38,White,Male,40,United-States
34,Black,Male,40,United-States
21,White,Female,40,United-States
21,White,Female,20,United-States
61,White,Male,40,United-States
35,White,Male,45,United-States
29,Black,Male,55,Outlying-US(Guam-USVI-etc)
18,White,Female,30,United-States
41,White,Male,45,United-States
42,Black,Male,60,?
52,White,Female,40,United-States
38,White,Female,17,United-States
51,White,Male,50,United-States
55,Asian-Pac-Islander,Male,40,Philippines
20,White,Female,40,United-States
23,White,Male,40,United-States
24,White,Male,40,United-States
48,White,Male,40,United-States
22,White,Female,40,United-States
22,White,Female,15,United-States
28,Black,Female,40,United-States
28,White,Male,45,France
34,White,Male,55,United-States
25,Black,Male,40,United-States
48,White,Male,50,United-States
32,White,Male,43,United-States
31,Amer-Indian-Eskimo,Male,35,United-States
65,White,Female,25,United-States
56,White,Female,35,United-States
22,Amer-Indian-Eskimo,Male,75,United-States
27,White,Male,50,United-States
27,Black,Female,40,United-States
30,White,Male,45,United-States
33,White,Female,40,United-States
50,White,Male,43,United-States
19,White,Female,22,United-States
42,White,Male,40,United-States
37,Black,Male,40,United-States
26,White,Male,40,United-States
32,Black,Female,40,United-States
43,White,Female,40,United-States
47,White,Female,40,United-States
26,White,Female,40,United-States
24,White,Female,40,United-States
34,White,Female,70,United-States
33,White,Male,45,United-States
35,Asian-Pac-Islander,Female,40,Taiwan
57,White,Male,50,United-States
45,White,Male,7,United-States
42,Black,Female,40,United-States
25,White,Male,35,United-States
56,White,Male,40,United-States
25,White,Male,40,United-States
23,White,Male,50,United-States
35,White,Male,50,United-States
28,White,Male,52,United-States
41,White,Male,60,United-States
26,White,Male,40,United-States
37,Black,Female,30,United-States
22,Other,Male,20,Puerto-Rico
30,White,Male,40,United-States
42,White,Male,40,United-States
38,White,Female,30,United-States
49,White,Male,40,?
27,White,Male,60,United-States
43,White,Female,40,United-States
68,White,Female,40,United-States
41,White,Male,40,United-States
25,White,Male,40,United-States
23,White,Male,40,United-States
68,White,Male,40,Ireland
17,White,Male,25,United-States
45,White,Female,40,United-States
45,White,Male,40,United-States
30,White,Male,40,United-States
49,White,Female,20,United-States
42,White,Male,45,United-States
29,White,Female,40,United-States
21,White,Female,40,United-States
20,White,Female,19,United-States
59,Black,Female,35,United-States
26,White,Male,55,United-States
25,White,Female,37,United-States
33,White,Male,55,United-States
35,White,Female,40,United-States
45,White,Male,40,United-States
66,White,Male,28,United-States
67,Black,Female,40,United-States
33,Other,Male,36,United-States
38,Other,Male,40,Puerto-Rico
72,White,Male,12,United-States
21,White,Female,12,United-States
39,White,Male,60,United-States
41,White,Male,40,United-States
22,White,Male,12,United-States
49,White,Male,50,United-States
24,White,Male,32,United-States
25,White,Male,40,United-States
26,White,Male,40,United-States
50,White,Male,40,United-States
23,White,Female,40,United-States
41,White,Male,48,United-States
60,White,Male,40,United-States
67,White,Female,7,United-States
77,White,Male,14,United-States
62,White,Female,60,United-States
22,White,Male,35,United-States
37,White,Female,40,United-States
17,White,Male,10,United-States
52,White,Female,40,United-States
31,White,Male,35,United-States
23,White,Male,40,United-States
27,White,Male,50,Mexico
38,White,Female,45,United-States
23,White,Female,40,United-States
22,Black,Female,40,United-States
61,White,Male,40,United-States
55,White,Male,40,Mexico
23,White,Female,40,United-States
39,Asian-Pac-Islander,Female,40,Philippines
38,White,Male,50,United-States
25,White,Female,40,United-States
25,Asian-Pac-Islander,Male,44,Philippines
66,White,Male,24,United-States
30,White,Female,40,United-States
32,White,Male,40,United-States
43,White,Male,40,United-States
18,White,Male,30,Mexico
