age,education,sex,relationship,marital-status,income
21,HS-grad,Female,Own-child,Never-married,<=50K
30,HS-grad,Male,Husband,Married-civ-spouse,>50K
37,Some-college,Female,Not-in-family,Widowed,<=50K
74,Prof-school,Male,Other-relative,Divorced,<=50K
70,Some-college,Male,Husband,Married-civ-spouse,<=50K
27,Assoc-voc,Male,Husband,Married-civ-spouse,<=50K
32,Bachelors,Female,Unmarried,Divorced,<=50K
30,11th,Male,Husband,Married-civ-spouse,<=50K
29,Assoc-voc,Male,Unmarried,Divorced,<=50K
18,11th,Male,Own-child,Never-married,<=50K
31,HS-grad,Male,Husband,Married-civ-spouse,>50K
39,Some-college,Male,Husband,Married-civ-spouse,<=50K
21,Some-college,Female,Own-child,Never-married,<=50K
31,HS-grad,Male,Husband,Married-civ-spouse,<=50K
33,Some-college,Male,Husband,Married-civ-spouse,<=50K
39,Prof-school,Male,Not-in-family,Divorced,>50K
29,HS-grad,Male,Husband,Married-civ-spouse,<=50K
34,Some-college,Male,Husband,Married-civ-spouse,<=50K
52,Bachelors,Female,Unmarried,Widowed,<=50K
35,HS-grad,Male,Not-in-family,Never-married,<=50K
33,10th,Male,Husband,Married-civ-spouse,<=50K
40,9th,Female,Unmarried,Divorced,<=50K
43,Bachelors,Male,Husband,Married-civ-spouse,>50K
66,1st-4th,Male,Not-in-family,Never-married,<=50K
51,Bachelors,Male,Husband,Married-civ-spouse,>50K
36,HS-grad,Female,Unmarried,Never-married,<=50K
17,11th,Female,Own-child,Never-married,<=50K
32,HS-grad,Male,Husband,Married-civ-spouse,<=50K
39,HS-grad,Female,Unmarried,Never-married,<=50K
19,Some-college,Male,Own-child,Never-married,<=50K
54,11th,Male,Not-in-family,Divorced,>50K
45,Bachelors,Male,Not-in-family,Divorced,>50K
47,Bachelors,Female,Not-in-family,Divorced,<=50K
49,HS-grad,Male,Husband,Married-civ-spouse,<=50K
32,HS-grad,Female,Unmarried,Divorced,<=50K
28,HS-grad,Male,Husband,Married-civ-spouse,<=50K
39,Bachelors,Male,Husband,Married-civ-spouse,<=50K
27,HS-grad,Male,Not-in-family,Never-married,<=50K
42,Masters,Female,Wife,Married-civ-spouse,>50K
24,Bachelors,Male,Husband,Married-civ-spouse,<=50K
45,Bachelors,Male,Husband,Married-civ-spouse,>50K
19,HS-grad,Male,Own-child,Never-married,<=50K
46,10th,Male,Husband,Married-civ-spouse,>50K
50,HS-grad,Male,Husband,Married-civ-spouse,<=50K
32,HS-grad,Female,Not-in-family,Never-married,<=50K
47,Prof-school,Male,Husband,Married-civ-spouse,>50K
69,Bachelors,Male,Husband,Married-civ-spouse,>50K
43,HS-grad,Male,Husband,Married-civ-spouse,<=50K
29,Bachelors,Male,Not-in-family,Never-married,<=50K
43,Prof-school,Male,Husband,Married-civ-spouse,>50K
90,Bachelors,Female,Own-child,Never-married,<=50K
41,Prof-school,Female,Wife,Married-civ-spouse,>50K
24,Preschool,Male,Not-in-family,Never-married,<=50K
24,Some-college,Male,Own-child,Never-married,<=50K
24,Some-college,Female,Not-in-family,Never-married,<=50K
35,HS-grad,Female,Wife,Married-civ-spouse,>50K
30,Bachelors,Male,Other-relative,Never-married,<=50K
46,Bachelors,Female,Unmarried,Separated,<=50K
19,Some-college,Female,Own-child,Never-married,<=50K
39,9th,Male,Own-child,Separated,<=50K
43,HS-grad,Male,Husband,Married-civ-spouse,<=50K
35,HS-grad,Female,Not-in-family,Never-married,<=50K
65,HS-grad,Female,Not-in-family,Widowed,<=50K
34,HS-grad,Male,Unmarried,Divorced,<=50K
41,Assoc-voc,Male,Husband,Married-civ-spouse,<=50K
24,Some-college,Male,Own-child,Never-married,<=50K
24,HS-grad,Male,Not-in-family,Never-married,<=50K
34,Masters,Female,Not-in-family,Never-married,>50K
33,HS-grad,Male,Husband,Married-civ-spouse,>50K
37,HS-grad,Male,Not-in-family,Never-married,<=50K
39,HS-grad,Male,Husband,Married-civ-spouse,>50K
58,HS-grad,Female,Unmarried,Divorced,<=50K
36,HS-grad,Male,Husband,Married-civ-spouse,<=50K
33,Some-college,Female,Wife,Married-civ-spouse,<=50K
42,Masters,Male,Husband,Married-civ-spouse,<=50K
31,Some-college,Male,Other-relative,Never-married,<=50K
57,HS-grad,Male,Unmarried,Separated,<=50K
67,HS-grad,Male,Husband,Married-civ-spouse,>50K
23,HS-grad,Male,Not-in-family,Divorced,<=50K
35,Some-college,Male,Husband,Married-civ-spouse,<=50K
43,Bachelors,Male,Husband,Married-civ-spouse,>50K
39,Some-college,Male,Husband,Married-civ-spouse,<=50K
36,HS-grad,Male,Not-in-family,Never-married,<=50K
29,Assoc-acdm,Female,Unmarried,Divorced,<=50K
25,HS-grad,Male,Own-child,Never-married,<=50K
54,10th,Male,Unmarried,Separated,>50K
24,HS-grad,Male,Husband,Married-civ-spouse,<=50K
50,Bachelors,Male,Husband,Married-civ-spouse,>50K
70,10th,Male,Husband,Married-civ-spouse,<=50K
61,Bachelors,Male,Not-in-family,Divorced,>50K
51,Bachelors,Male,Husband,Married-civ-spouse,<=50K
38,Masters,Male,Husband,Married-civ-spouse,<=50K
51,HS-grad,Female,Unmarried,Divorced,>50K
28,HS-grad,Male,Not-in-family,Never-married,<=50K
66,Prof-school,Male,Husband,Married-civ-spouse,>50K
57,HS-grad,Male,Not-in-family,Separated,>50K
44,Bachelors,Male,Husband,Married-civ-spouse,>50K
29,Some-college,Female,Not-in-family,Never-married,<=50K
21,Some-college,Female,Own-child,Never-married,<=50K
42,10th,Male,Own-child,Married-civ-spouse,>50K
74,Prof-school,Male,Husband,Married-civ-spouse,>50K
50,Some-college,Female,Not-in-family,Divorced,<=50K
65,HS-grad,Female,Other-relative,Divorced,<=50K
64,HS-grad,Female,Unmarried,Divorced,<=50K
44,11th,Female,Unmarried,Separated,<=50K
34,Assoc-voc,Male,Husband,Married-civ-spouse,>50K
17,10th,Male,Own-child,Never-married,<=50K
17,10th,Female,Own-child,Never-married,<=50K
43,Some-college,Male,Husband,Married-civ-spouse,<=50K
32,Assoc-acdm,Female,Unmarried,Divorced,<=50K
54,Bachelors,Male,Husband,Married-civ-spouse,>50K
20,Some-college,Female,Own-child,Never-married,<=50K
23,Some-college,Male,Own-child,Never-married,<=50K
34,HS-grad,Male,Husband,Married-civ-spouse,<=50K
30,Some-college,Male,Own-child,Never-married,<=50K
32,7th-8th,Male,Husband,Married-civ-spouse,<=50K
40,Bachelors,Male,Husband,Married-civ-spouse,>50K
28,Some-college,Male,Not-in-family,Never-married,<=50K
44,HS-grad,Male,Husband,Married-civ-spouse,>50K
29,Assoc-voc,Female,Wife,Married-civ-spouse,>50K
28,Doctorate,Male,Not-in-family,Never-married,<=50K
37,Some-college,Male,Husband,Married-civ-spouse,<=50K
56,Some-college,Male,Husband,Married-civ-spouse,<=50K
27,Bachelors,Male,Not-in-family,Never-married,<=50K
34,HS-grad,Female,Unmarried,Divorced,<=50K
37,HS-grad,Male,Not-in-family,Divorced,<=50K
66,Bachelors,Male,Husband,Married-civ-spouse,>50K
19,HS-grad,Male,Own-child,Never-married,<=50K
60,Assoc-voc,Female,Unmarried,Divorced,<=50K
54,Some-college,Male,Husband,Married-civ-spouse,<=50K
47,HS-grad,Male,Husband,Married-civ-spouse,>50K
47,Some-college,Male,Not-in-family,Divorced,>50K
48,Assoc-voc,Male,Husband,Married-civ-spouse,<=50K
57,HS-grad,Male,Husband,Married-civ-spouse,<=50K
50,Some-college,Male,Husband,Married-civ-spouse,>50K
62,9th,Female,Unmarried,Widowed,<=50K
45,Some-college,Male,Husband,Married-civ-spouse,<=50K
55,HS-grad,Male,Husband,Married-civ-spouse,<=50K
62,HS-grad,Female,Not-in-family,Widowed,<=50K
25,10th,Male,Husband,Married-civ-spouse,<=50K
49,11th,Female,Not-in-family,Divorced,<=50K
32,Some-college,Female,Unmarried,Never-married,<=50K
25,HS-grad,Male,Not-in-family,Never-married,<=50K
39,Some-college,Male,Husband,Married-civ-spouse,<=50K
27,Some-college,Male,Husband,Married-civ-spouse,<=50K
43,HS-grad,Male,Husband,Married-civ-spouse,>50K
30,HS-grad,Female,Other-relative,Divorced,<=50K
21,Some-college,Female,Own-child,Never-married,<=50K
33,Prof-school,Female,Wife,Married-civ-spouse,>50K
33,Some-college,Male,Not-in-family,Never-married,<=50K
33,11th,Female,Unmarried,Never-married,<=50K
70,7th-8th,Female,Not-in-family,Widowed,<=50K
25,Some-college,Male,Own-child,Never-married,<=50K
17,11th,Male,Own-child,Never-married,<=50K
20,Some-college,Male,Own-child,Never-married,<=50K
19,Some-college,Male,Other-relative,Never-married,<=50K
71,Some-college,Male,Husband,Married-civ-spouse,>50K
31,Assoc-acdm,Male,Husband,Married-civ-spouse,<=50K
26,Bachelors,Male,Husband,Married-civ-spouse,<=50K
52,Masters,Male,Husband,Married-civ-spouse,<=50K
26,Bachelors,Female,Not-in-family,Never-married,<=50K
38,HS-grad,Male,Not-in-family,Divorced,<=50K
25,Some-college,Male,Not-in-family,Never-married,<=50K
22,Bachelors,Female,Not-in-family,Never-married,<=50K
48,Some-college,Male,Husband,Married-civ-spouse,>50K
53,HS-grad,Male,Husband,Married-civ-spouse,>50K
30,Assoc-acdm,Male,Not-in-family,Divorced,<=50K
44,Some-college,Male,Husband,Married-civ-spouse,>50K
32,Bachelors,Male,Husband,Married-civ-spouse,>50K
59,11th,Male,Husband,Married-civ-spouse,<=50K
49,Some-college,Female,Unmarried,Divorced,<=50K
65,HS-grad,Male,Husband,Married-civ-spouse,<=50K
31,HS-grad,Male,Not-in-family,Never-married,>50K
53,5th-6th,Male,Husband,Married-civ-spouse,>50K
44,9th,Male,Not-in-family,Never-married,<=50K
36,Bachelors,Male,Husband,Married-civ-spouse,>50K
36,HS-grad,Female,Not-in-family,Never-married,<=50K
37,9th,Male,Husband,Married-civ-spouse,>50K
63,Bachelors,Male,Husband,Married-civ-spouse,>50K
67,HS-grad,Female,Wife,Married-civ-spouse,>50K
29,Bachelors,Male,Unmarried,Never-married,<=50K
52,HS-grad,Male,Not-in-family,Divorced,<=50K
37,HS-grad,Male,Husband,Married-civ-spouse,<=50K
21,Some-college,Female,Not-in-family,Never-married,<=50K
36,Some-college,Female,Unmarried,Divorced,<=50K
24,HS-grad,Female,Other-relative,Never-married,<=50K
31,HS-grad,Male,Own-child,Never-married,<=50K
54,HS-grad,Female,Unmarried,Widowed,<=50K
44,Bachelors,Male,Husband,Married-civ-spouse,<=50K
18,Some-college,Male,Own-child,Never-married,<=50K
41,HS-grad,Female,Wife,Married-civ-spouse,<=50K
37,Masters,Female,Not-in-family,Divorced,<=50K
30,HS-grad,Male,Not-in-family,Never-married,<=50K
26,Bachelors,Male,Not-in-family,Never-married,<=50K
68,Doctorate,Male,Husband,Married-civ-spouse,<=50K
31,Some-college,Male,Husband,Married-civ-spouse,<=50K
48,HS-grad,Male,Not-in-family,Divorced,<=50K
80,HS-grad,Male,Husband,Married-civ-spouse,<=50K
26,Some-college,Male,Husband,Married-civ-spouse,<=50K
63,9th,Male,Husband,Married-civ-spouse,<=50K
19,Some-college,Male,Own-child,Never-married,<=50K
30,Some-college,Female,Own-child,Never-married,<=50K
42,HS-grad,Male,Husband,Married-civ-spouse,<=50K
64,Assoc-acdm,Male,Husband,Married-civ-spouse,>50K
32,Bachelors,Male,Not-in-family,Never-married,<=50K
50,HS-grad,Male,Husband,Married-civ-spouse,<=50K
73,HS-grad,Male,Husband,Married-civ-spouse,<=50K
32,Bachelors,Female,Not-in-family,Never-married,<=50K
53,Some-college,Male,Husband,Married-civ-spouse,>50K
58,Bachelors,Male,Not-in-family,Divorced,<=50K
37,Some-college,Male,Husband,Married-civ-spouse,>50K
24,Some-college,Male,Own-child,Never-married,<=50K
53,Bachelors,Male,Husband,Married-civ-spouse,>50K
23,Some-college,Female,Own-child,Never-married,<=50K
42,Assoc-acdm,Female,Other-relative,Never-married,<=50K
30,HS-grad,Female,Other-relative,Married-civ-spouse,<=50K
38,Bachelors,Female,Own-child,Never-married,<=50K
28,HS-grad,Male,Not-in-family,Never-married,<=50K
19,12th,Female,Own-child,Never-married,<=50K
45,HS-grad,Male,Husband,Married-civ-spouse,<=50K
26,Bachelors,Male,Own-child,Never-married,<=50K
33,9th,Female,Unmarried,Never-married,<=50K
29,HS-grad,Male,Not-in-family,Never-married,<=50K
54,Masters,Female,Wife,Married-civ-spouse,>50K
23,Some-college,Female,Not-in-family,Never-married,<=50K
43,HS-grad,Male,Husband,Married-civ-spouse,>50K
37,9th,Female,Not-in-family,Never-married,<=50K
31,7th-8th,Male,Husband,Married-civ-spouse,<=50K
56,12th,Male,Husband,Married-civ-spouse,<=50K
25,11th,Male,Own-child,Never-married,<=50K
17,11th,Female,Own-child,Never-married,<=50K
37,HS-grad,Female,Unmarried,Widowed,<=50K
60,Assoc-voc,Male,Husband,Married-civ-spouse,<=50K
59,Bachelors,Female,Not-in-family,Married-spouse-absent,<=50K
59,HS-grad,Male,Husband,Married-civ-spouse,>50K
46,Prof-school,Male,Husband,Married-civ-spouse,>50K
28,HS-grad,Male,Other-relative,Married-civ-spouse,<=50K
33,HS-grad,Male,Not-in-family,Never-married,<=50K
24,HS-grad,Male,Own-child,Never-married,<=50K
29,HS-grad,Female,Wife,Married-civ-spouse,>50K
33,Assoc-voc,Female,Unmarried,Divorced,<=50K
29,HS-grad,Male,Husband,Married-civ-spouse,<=50K
23,Some-college,Male,Not-in-family,Never-married,<=50K
20,Some-college,Male,Own-child,Never-married,<=50K
60,HS-grad,Female,Not-in-family,Widowed,<=50K
44,10th,Female,Unmarried,Never-married,<=50K
18,HS-grad,Male,Own-child,Never-married,<=50K
52,12th,Female,Unmarried,Never-married,<=50K
31,HS-grad,Male,Not-in-family,Divorced,<=50K
30,Bachelors,Female,Unmarried,Widowed,>50K
33,HS-grad,Male,Husband,Married-civ-spouse,<=50K
20,Some-college,Female,Not-in-family,Never-married,<=50K
27,Bachelors,Female,Wife,Married-civ-spouse,>50K
33,Assoc-voc,Female,Own-child,Separated,<=50K
25,HS-grad,Female,Not-in-family,Never-married,<=50K
63,HS-grad,Female,Not-in-family,Separated,<=50K
63,Some-college,Male,Not-in-family,Widowed,<=50K
43,HS-grad,Female,Not-in-family,Separated,<=50K
58,11th,Female,Not-in-family,Widowed,<=50K
70,Assoc-voc,Female,Unmarried,Widowed,<=50K
35,Assoc-voc,Female,Own-child,Never-married,>50K
42,Some-college,Male,Husband,Married-civ-spouse,>50K
20,Some-college,Male,Own-child,Never-married,<=50K
35,HS-grad,Male,Not-in-family,Divorced,<=50K
62,9th,Male,Husband,Married-civ-spouse,<=50K
41,HS-grad,Female,Unmarried,Divorced,<=50K
43,Bachelors,Female,Wife,Married-civ-spouse,<=50K
19,12th,Male,Own-child,Never-married,<=50K
46,HS-grad,Female,Own-child,Never-married,<=50K
47,Bachelors,Male,Husband,Married-civ-spouse,>50K
36,Bachelors,Male,Husband,Married-civ-spouse,>50K
45,Assoc-acdm,Female,Not-in-family,Never-married,<=50K
48,10th,Male,Husband,Married-civ-spouse,<=50K
29,Assoc-acdm,Female,Not-in-family,Never-married,<=50K
48,Bachelors,Male,Husband,Married-civ-spouse,>50K
36,HS-grad,Female,Unmarried,Divorced,<=50K
58,11th,Male,Husband,Married-civ-spouse,<=50K
43,HS-grad,Female,Not-in-family,Never-married,<=50K
59,Bachelors,Male,Husband,Married-civ-spouse,<=50K
42,Bachelors,Male,Husband,Married-civ-spouse,<=50K
33,Assoc-voc,Male,Husband,Married-civ-spouse,>50K
23,Some-college,Male,Other-relative,Never-married,<=50K
21,Some-college,Male,Own-child,Never-married,<=50K
48,5th-6th,Female,Unmarried,Divorced,<=50K
32,HS-grad,Male,Husband,Married-civ-spouse,<=50K
31,Some-college,Male,Husband,Married-civ-spouse,>50K
66,Masters,Female,Not-in-family,Widowed,<=50K
23,Bachelors,Male,Not-in-family,Never-married,<=50K
52,Some-college,Female,Wife,Married-civ-spouse,>50K
17,11th,Male,Own-child,Never-married,<=50K
35,Some-college,Male,Husband,Married-civ-spouse,>50K
39,Doctorate,Male,Husband,Married-civ-spouse,>50K
21,Some-college,Female,Not-in-family,Never-married,<=50K
24,Some-college,Female,Unmarried,Never-married,<=50K
45,HS-grad,Male,Husband,Married-civ-spouse,>50K
25,HS-grad,Male,Not-in-family,Never-married,<=50K
29,Bachelors,Male,Not-in-family,Never-married,<=50K
56,Bachelors,Male,Husband,Married-civ-spouse,>50K
34,HS-grad,Male,Not-in-family,Divorced,<=50K
64,HS-grad,Male,Not-in-family,Divorced,>50K
27,HS-grad,Male,Husband,Married-civ-spouse,<=50K
47,HS-grad,Male,Not-in-family,Divorced,<=50K
36,Bachelors,Male,Husband,Married-civ-spouse,>50K
44,HS-grad,Male,Not-in-family,Divorced,<=50K
31,HS-grad,Female,Not-in-family,Never-married,<=50K
23,HS-grad,Female,Other-relative,Married-civ-spouse,<=50K
45,Some-college,Male,Husband,Married-civ-spouse,>50K
31,HS-grad,Male,Own-child,Never-married,<=50K
45,10th,Male,Husband,Married-civ-spouse,<=50K
42,HS-grad,Female,Unmarried,Never-married,<=50K
33,Assoc-acdm,Male,Husband,Married-civ-spouse,>50K
33,Masters,Female,Wife,Married-civ-spouse,<=50K
30,Some-college,Female,Wife,Married-civ-spouse,>50K
25,Some-college,Male,Not-in-family,Never-married,<=50K
33,Masters,Female,Not-in-family,Never-married,<=50K
70,Masters,Male,Husband,Married-civ-spouse,>50K
22,9th,Male,Own-child,Never-married,<=50K
30,Bachelors,Male,Husband,Married-civ-spouse,>50K
46,Assoc-acdm,Male,Husband,Married-civ-spouse,>50K
43,12th,Male,Husband,Married-civ-spouse,<=50K
37,7th-8th,Female,Own-child,Never-married,<=50K
59,Some-college,Male,Husband,Married-civ-spouse,>50K
51,HS-grad,Male,Unmarried,Never-married,<=50K
47,Bachelors,Male,Husband,Married-civ-spouse,<=50K
36,Some-college,Male,Husband,Married-civ-spouse,<=50K
73,5th-6th,Male,Husband,Married-civ-spouse,<=50K
32,Masters,Female,Not-in-family,Never-married,<=50K
34,HS-grad,Male,Husband,Married-civ-spouse,<=50K
51,HS-grad,Male,Husband,Married-civ-spouse,<=50K
20,HS-grad,Female,Unmarried,Never-married,<=50K
57,Some-college,Male,Husband,Married-civ-spouse,<=50K
19,Some-college,Male,Own-child,Never-married,<=50K
45,12th,Male,Husband,Married-civ-spouse,>50K
55,10th,Male,Husband,Married-civ-spouse,<=50K
60,Some-college,Male,Husband,Married-civ-spouse,<=50K
19,HS-grad,Male,Not-in-family,Never-married,<=50K
35,HS-grad,Male,Husband,Married-civ-spouse,<=50K
20,HS-grad,Female,Own-child,Never-married,<=50K
34,Bachelors,Male,Other-relative,Never-married,<=50K
26,Prof-school,Male,Husband,Married-civ-spouse,>50K
73,Some-college,Female,Not-in-family,Widowed,<=50K
27,Masters,Male,Husband,Married-civ-spouse,<=50K
37,Assoc-voc,Male,Own-child,Never-married,<=50K
73,HS-grad,Male,Husband,Married-civ-spouse,<=50K
46,Assoc-voc,Male,Husband,Married-civ-spouse,>50K
36,HS-grad,Male,Not-in-family,Never-married,<=50K
54,HS-grad,Male,Husband,Married-civ-spouse,>50K
49,11th,Male,Husband,Married-civ-spouse,<=50K
68,HS-grad,Male,Husband,Married-civ-spouse,<=50K
34,Bachelors,Male,Not-in-family,Never-married,<=50K
30,Assoc-voc,Male,Not-in-family,Never-married,<=50K
28,Bachelors,Male,Unmarried,Never-married,<=50K
28,11th,Male,Husband,Married-civ-spouse,>50K
25,Some-college,Male,Husband,Married-civ-spouse,<=50K
26,Some-college,Male,Not-in-family,Never-married,<=50K
40,Some-college,Male,Husband,Married-civ-spouse,>50K
32,HS-grad,Female,Unmarried,Divorced,<=50K
60,11th,Female,Unmarried,Married-spouse-absent,<=50K
18,12th,Female,Not-in-family,Never-married,<=50K
36,Bachelors,Male,Husband,Married-civ-spouse,<=50K
26,Bachelors,Female,Own-child,Never-married,<=50K
24,HS-grad,Female,Own-child,Never-married,<=50K
90,HS-grad,Male,Husband,Married-civ-spouse,<=50K
20,Some-college,Female,Own-child,Never-married,<=50K
27,Bachelors,Male,Own-child,Separated,<=50K
58,Bachelors,Female,Not-in-family,Divorced,<=50K
37,Masters,Male,Husband,Married-civ-spouse,>50K
65,HS-grad,Female,Unmarried,Widowed,<=50K
28,HS-grad,Male,Not-in-family,Never-married,<=50K
36,Bachelors,Female,Not-in-family,Divorced,<=50K
45,HS-grad,Male,Husband,Married-civ-spouse,>50K
23,HS-grad,Male,Not-in-family,Never-married,<=50K
69,HS-grad,Male,Husband,Married-civ-spouse,<=50K
58,HS-grad,Male,Husband,Married-civ-spouse,<=50K
22,HS-grad,Male,Own-child,Never-married,<=50K
58,Bachelors,Male,Husband,Married-civ-spouse,<=50K
53,Some-college,Male,Husband,Married-civ-spouse,>50K
44,HS-grad,Male,Husband,Married-civ-spouse,<=50K
31,10th,Male,Not-in-family,Never-married,<=50K
46,Bachelors,Female,Unmarried,Divorced,<=50K
48,HS-grad,Male,Husband,Married-civ-spouse,<=50K
46,Some-college,Female,Unmarried,Separated,<=50K
43,9th,Female,Unmarried,Never-married,<=50K
43,Some-college,Female,Not-in-family,Divorced,<=50K
17,10th,Male,Own-child,Never-married,<=50K
20,Some-college,Male,Own-child,Never-married,<=50K
22,Some-college,Female,Not-in-family,Never-married,<=50K
19,Some-college,Male,Own-child,Never-married,<=50K
35,Some-college,Female,Unmarried,Divorced,<=50K
29,Bachelors,Male,Not-in-family,Never-married,<=50K
18,Some-college,Female,Own-child,Never-married,<=50K
25,HS-grad,Male,Not-in-family,Never-married,<=50K
54,10th,Male,Husband,Married-civ-spouse,<=50K
23,Some-college,Female,Own-child,Married-civ-spouse,<=50K
36,5th-6th,Female,Unmarried,Separated,<=50K
26,HS-grad,Male,Husband,Married-civ-spouse,<=50K
25,HS-grad,Male,Own-child,Never-married,<=50K
46,9th,Female,Unmarried,Divorced,<=50K
41,Some-college,Female,Not-in-family,Divorced,<=50K
31,HS-grad,Male,Own-child,Never-married,<=50K
48,Masters,Male,Husband,Married-civ-spouse,>50K
52,Masters,Female,Not-in-family,Divorced,<=50K
22,HS-grad,Male,Own-child,Never-married,<=50K
18,HS-grad,Male,Own-child,Never-married,<=50K
46,Some-college,Female,Not-in-family,Never-married,<=50K
34,Some-college,Male,Own-child,Never-married,<=50K
30,HS-grad,Male,Other-relative,Married-civ-spouse,<=50K
31,11th,Male,Not-in-family,Never-married,<=50K
21,HS-grad,Male,Husband,Married-civ-spouse,<=50K
41,HS-grad,Male,Not-in-family,Divorced,<=50K
45,Bachelors,Male,Husband,Married-civ-spouse,>50K
30,Bachelors,Male,Not-in-family,Never-married,<=50K
21,9th,Male,Unmarried,Never-married,<=50K
44,Some-college,Female,Unmarried,Divorced,<=50K
54,11th,Female,Own-child,Divorced,>50K
36,HS-grad,Male,Husband,Married-civ-spouse,>50K
50,Bachelors,Male,Not-in-family,Never-married,>50K
26,Bachelors,Female,Unmarried,Never-married,<=50K
47,Prof-school,Male,Husband,Married-civ-spouse,<=50K
36,HS-grad,Male,Own-child,Never-married,<=50K
32,Some-college,Male,Husband,Married-civ-spouse,<=50K
21,10th,Female,Not-in-family,Never-married,<=50K
30,HS-grad,Male,Husband,Married-civ-spouse,<=50K
34,HS-grad,Female,Not-in-family,Never-married,<=50K
51,HS-grad,Male,Not-in-family,Married-spouse-absent,<=50K
55,10th,Male,Husband,Married-civ-spouse,<=50K
43,Some-college,Male,Husband,Married-civ-spouse,<=50K
37,HS-grad,Male,Not-in-family,Never-married,<=50K
28,Some-college,Female,Own-child,Never-married,<=50K
39,Some-college,Male,Husband,Married-civ-spouse,<=50K
35,HS-grad,Male,Husband,Married-civ-spouse,<=50K
59,Masters,Male,Husband,Married-civ-spouse,<=50K
26,HS-grad,Male,Own-child,Never-married,<=50K
68,HS-grad,Male,Husband,Married-civ-spouse,<=50K
46,Prof-school,Male,Not-in-family,Divorced,>50K
21,HS-grad,Male,Own-child,Never-married,<=50K
23,Some-college,Female,Own-child,Never-married,<=50K
17,10th,Female,Own-child,Married-civ-spouse,<=50K
23,HS-grad,Female,Not-in-family,Never-married,<=50K
34,HS-grad,Male,Unmarried,Widowed,<=50K
33,Assoc-acdm,Female,Not-in-family,Never-married,<=50K
31,Assoc-acdm,Male,Not-in-family,Separated,<=50K
31,Bachelors,Female,Wife,Married-civ-spouse,<=50K
56,HS-grad,Male,Husband,Married-civ-spouse,<=50K
21,HS-grad,Female,Own-child,Never-married,<=50K
45,HS-grad,Female,Not-in-family,Divorced,<=50K
41,Bachelors,Male,Husband,Married-civ-spouse,>50K
26,10th,Female,Not-in-family,Divorced,<=50K
41,11th,Female,Unmarried,Widowed,<=50K
46,Masters,Male,Husband,Married-civ-spouse,>50K
47,HS-grad,Female,Unmarried,Divorced,<=50K
43,Prof-school,Male,Husband,Married-civ-spouse,>50K
35,HS-grad,Male,Husband,Married-civ-spouse,<=50K
44,HS-grad,Male,Not-in-family,Divorced,<=50K
58,Bachelors,Male,Husband,Married-civ-spouse,>50K
25,Assoc-acdm,Female,Own-child,Divorced,<=50K
44,Assoc-voc,Male,Unmarried,Never-married,<=50K
57,Some-college,Male,Not-in-family,Never-married,<=50K
24,Some-college,Male,Husband,Married-civ-spouse,<=50K
38,Bachelors,Female,Not-in-family,Never-married,<=50K
33,7th-8th,Male,Not-in-family,Divorced,<=50K
25,Some-college,Female,Own-child,Never-married,<=50K
33,HS-grad,Male,Husband,Married-civ-spouse,>50K
50,Some-college,Male,Husband,Married-civ-spouse,>50K
35,HS-grad,Male,Husband,Married-civ-spouse,>50K
36,Bachelors,Male,Not-in-family,Divorced,>50K
27,Some-college,Female,Own-child,Never-married,<=50K
22,Assoc-voc,Male,Own-child,Never-married,<=50K
30,HS-grad,Male,Husband,Married-civ-spouse,<=50K
90,Masters,Female,Own-child,Never-married,<=50K
39,HS-grad,Male,Other-relative,Separated,<=50K
34,Bachelors,Male,Not-in-family,Never-married,<=50K
39,Bachelors,Male,Husband,Married-civ-spouse,>50K
19,Some-college,Female,Own-child,Never-married,<=50K
19,10th,Male,Not-in-family,Never-married,<=50K
29,HS-grad,Male,Husband,Married-civ-spouse,<=50K
66,Assoc-acdm,Male,Husband,Married-civ-spouse,<=50K
38,Some-college,Male,Husband,Married-civ-spouse,<=50K
44,5th-6th,Male,Husband,Married-civ-spouse,<=50K
34,7th-8th,Male,Own-child,Never-married,<=50K
35,Assoc-acdm,Female,Not-in-family,Widowed,<=50K
29,Bachelors,Male,Not-in-family,Never-married,<=50K
22,HS-grad,Male,Husband,Married-civ-spouse,<=50K
33,Some-college,Male,Own-child,Never-married,<=50K
73,Assoc-voc,Male,Not-in-family,Widowed,>50K
35,Some-college,Male,Husband,Married-civ-spouse,<=50K
41,HS-grad,Male,Not-in-family,Never-married,<=50K
27,Some-college,Female,Wife,Married-civ-spouse,<=50K
25,HS-grad,Male,Not-in-family,Never-married,<=50K
47,Bachelors,Male,Not-in-family,Divorced,>50K
36,Bachelors,Female,Wife,Married-civ-spouse,>50K
36,1st-4th,Female,Other-relative,Widowed,<=50K
25,HS-grad,Female,Unmarried,Divorced,<=50K
37,11th,Male,Not-in-family,Divorced,<=50K
26,Bachelors,Male,Own-child,Never-married,<=50K
53,Some-college,Male,Husband,Married-civ-spouse,<=50K
36,Masters,Female,Wife,Married-civ-spouse,<=50K
30,Bachelors,Female,Not-in-family,Never-married,>50K
53,Some-college,Female,Not-in-family,Divorced,<=50K
37,HS-grad,Male,Husband,Married-civ-spouse,<=50K
41,HS-grad,Male,Unmarried,Divorced,<=50K
53,Bachelors,Male,Husband,Married-civ-spouse,<=50K
23,Some-college,Male,Own-child,Never-married,<=50K
28,HS-grad,Male,Husband,Married-civ-spouse,<=50K
